name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m86,cpu,utilization,33.8,33.8,32.15,32.0,33.635,33.635,33.2,33.79,32.226666667,32.2,33.576666667,32.8,33.465,33.5
m114,cpu,utilization,36.56,36.28,32.991666667,32.99,37.576666667,37.576666667,35.7,33.34,33.201666667,37.84,32.395,36.0,34.955,33.313333333
m339,cpu,utilization,27.9,23.48,26.925,24.206666667,25.276666667,25.276666667,24.0,21.148333333,21.591666667,21.116666667,18.15,22.7,22.32,22.3
m168,cpu,utilization,32.48,33.34,30.658333333,33.106666667,33.3,33.3,35.1,31.658333333,29.436666667,34.33,31.648333333,34.1,34.1,33.913333333
m397,cpu,utilization,36.0,36.086666667,35.091666667,37.416666667,36.6,36.6,36.2,36.593333333,37.386666667,37.4,36.121666667,35.9,32.955,34.106666667
m265,cpu,utilization,19.81,19.486666667,17.941666667,17.993333333,18.3,18.3,19.6,16.945,17.588333333,17.6,18.976666667,19.2,24.805,23.886666667
m400,cpu,utilization,34.3,35.166666667,33.008333333,35.216666667,35.041666667,35.041666667,35.3,32.94,34.473333333,34.5,34.893333333,35.2,33.395,34.513333333
m392,cpu,utilization,36.49,36.4,36.95,36.71,36.751666667,36.751666667,34.5,31.746666667,33.961666667,35.546666667,35.698333333,35.1,32.915,33.453333333
m42,cpu,utilization,27.37,30.006666667,26.558333333,27.843333333,27.238333333,27.238333333,28.1,25.543333333,28.646666667,27.83,31.635,27.3,31.385,27.866666667
m373,cpu,utilization,39.2,39.72,34.025,44.036666667,39.283333333,39.283333333,39.9,36.458333333,40.53,40.6,39.813333333,39.8,39.8,38.4
m373,cpu,utilization,39.2,39.72,34.025,44.036666667,39.283333333,39.283333333,39.9,36.458333333,40.53,40.6,39.813333333,39.8,39.8,38.4
m113,cpu,utilization,28.42,28.313333333,28.3,28.59,29.246666667,29.246666667,30.3,27.153333333,30.738333333,30.8,33.061666667,29.6,28.175,33.14
m352,cpu,utilization,35.3,36.166666667,35.383333333,35.3,36.493333333,36.493333333,36.3,35.12,35.1,36.743333333,35.816666667,35.8,35.705,36.353333333
m298,cpu,utilization,26.8,28.013333333,24.808333333,26.723333333,27.028333333,27.028333333,26.4,26.596666667,26.501666667,28.53,28.403333333,27.5,27.215,25.333333333
m92,cpu,utilization,39.62,39.006666667,36.133333333,37.06,40.331666667,40.331666667,38.7,24.638333333,38.461666667,38.7,36.733333333,39.6,37.51,40.666666667
m373,cpu,utilization,39.2,39.72,34.025,44.036666667,39.283333333,39.283333333,39.9,36.458333333,40.53,40.6,39.813333333,39.8,39.8,38.4
