name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m213,cpu,utilization,58.913333333,58.686666667,59.0,58.956666667,58.66,58.081666667,58.238333333,59.061666667,58.233333333,58.528333333,59.1,59.11,59.14,58.3
m306,cpu,utilization,1.3516666667,1.6833333333,0.9,0.9,0.94,1.1,1.0816666667,1.0,1.0,1.0916666667,1.4333333333,1.0,0.99333333333,0.9
m180,cpu,utilization,59.191666667,58.778333333,58.7,58.721666667,58.84,59.0,59.036666667,59.221666667,59.25,59.0,59.0,59.03,59.3,59.283333333
m214,cpu,utilization,59.5,59.37,59.028333333,59.491666667,59.18,59.463333333,59.373333333,59.483333333,58.833333333,59.5,59.42,58.9,58.953333333,59.7
m142,cpu,utilization,13.063333333,10.616666667,11.345,11.468333333,12.54,11.958333333,14.091666667,14.305,13.4,12.4,12.44,12.49,10.726666667,12.6
m311,cpu,utilization,57.946666667,58.961666667,58.265,58.87,58.32,58.018333333,58.32,59.083333333,58.45,59.236666667,59.293333333,58.62,58.813333333,58.983333333
m153,cpu,utilization,10.2,10.178333333,10.118333333,10.2,10.2,10.236666667,10.363333333,10.286666667,10.3,8.2316666667,6.0466666667,8.38,8.9866666667,7.5416666667
m200,cpu,utilization,58.913333333,58.665,58.918333333,59.0,59.06,59.245,59.0,59.086666667,59.4,59.363333333,59.226666667,59.4,59.36,58.85
m181,cpu,utilization,58.921666667,59.043333333,59.2,59.07,58.58,58.646666667,59.245,59.021666667,59.15,59.4,59.333333333,58.92,59.113333333,59.3
m176,cpu,utilization,12.461666667,11.6,11.361666667,10.95,12.82,11.468333333,13.835,13.035,12.7,12.456666667,13.373333333,11.76,10.613333333,12.166666667
m312,cpu,utilization,10.021666667,10.056666667,9.9,9.9216666667,10.0,10.0,10.055,10.278333333,9.9166666667,8.5733333333,8.9,8.92,9.1,9.1
m417,cpu,utilization,59.178333333,59.1,58.971666667,58.508333333,58.9,59.028333333,59.563333333,59.4,59.316666667,58.863333333,58.78,59.3,59.326666667,59.675
m73,cpu,utilization,59.143333333,59.213333333,59.028333333,59.513333333,59.1,58.828333333,59.4,59.313333333,59.116666667,59.535,58.933333333,59.73,59.1,59.125
m62,cpu,utilization,59.356666667,59.2,59.255,59.37,58.9,58.991666667,59.271666667,58.7,58.75,58.945,58.78,59.29,59.2,59.15
m295,cpu,utilization,1.0,1.1516666667,1.6266666667,1.235,1.04,1.2,1.1633333333,1.0216666667,1.1,1.0816666667,1.0133333333,1.1,1.0933333333,1.0083333333
m160,cpu,utilization,10.1,10.1,10.118333333,10.2,10.18,10.118333333,10.2,10.178333333,9.85,8.5266666667,8.28,8.8,8.7866666667,8.6
