,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
num_col,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
null_vals,14711,0,8930,5781,10951,2162,1222,376,0,0,5170,2162,1222,376,5781
null_vals_col_max,313,0,190,123,233,46,26,8,0,0,110,46,26,8,123
null_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_std,124.60428947788434,0.0,75.63838658401923,48.96590289386509,92.75654775829729,18.312451488762555,10.350516058865793,3.184774171958705,0.0,0.0,43.79064486443219,18.312451488762555,10.350516058865793,3.184774171958705,48.96590289386509
null_vals_col_mean,61.8109243697479,0.0,37.52100840336134,24.289915966386555,46.01260504201681,9.084033613445378,5.1344537815126055,1.5798319327731092,0.0,0.0,21.722689075630253,9.084033613445378,5.1344537815126055,1.5798319327731092,24.289915966386555
null_vals_row_max,47,0,47,47,47,47,47,47,0,0,47,47,47,47,47
null_vals_row_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_row_std,11.769336220897198,0.0,15.873539101692351,20.42077142898789,12.608275728341553,8.523671045040572,13.10515376943755,23.258967987353493,0.0,0.0,16.71986457597688,15.210482762343975,13.10515376943755,23.258967987353493,20.42077142898789
null_vals_row_mean,3.1595790378006874,0.0,6.171389080856946,11.870636550308008,3.668676716917923,1.6002960769800147,3.9934640522875817,26.857142857142858,0.0,0.0,6.986486486486487,5.58656330749354,3.9934640522875817,26.857142857142858,11.870636550308008
num_col_with_nulls,191,238,191,191,191,191,191,191,238,238,191,191,191,191,191
num_row_with_nulls,4343,2722,1257,364,2752,1305,280,6,1758,964,630,341,280,6,364
zero_vals,1012347,598685,310417,103245,641400,301040,67070,2837,381967,216718,156188,84322,67070,2837,103245
zero_vals_col_max,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
zero_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_vals_col_std,651.1538132857697,383.08542519240405,221.4975885057488,81.82718309219852,447.5900058766263,191.67771246503696,49.78783174732125,3.7637608545273884,269.1684735097305,142.07126249478642,123.68353616158947,57.53170159213962,49.78783174732125,3.7637608545273884,81.82718309219852
zero_vals_col_mean,4253.558823529412,2515.483193277311,1304.2731092436975,433.80252100840335,2694.9579831932774,1264.873949579832,281.8067226890756,11.920168067226891,1604.9033613445379,910.5798319327731,656.2521008403361,354.29411764705884,281.8067226890756,11.920168067226891,433.80252100840335
zero_vals_row_max,235,235,235,235,235,235,235,231,235,235,235,235,235,231,235
zero_vals_row_min,163,163,180,180,163,180,184,184,163,198,180,180,184,184,180
zero_vals_row_std,13.457695773154137,11.115818268842146,14.61921369855004,17.777024021263827,14.145024037005001,9.84606974052928,12.205719171897462,21.688071582775443,12.167287577520682,6.497816342758647,14.621572663154286,14.108201054432897,12.205719171897462,21.688071582775443,17.777024021263827
zero_vals_row_mean,217.4284793814433,219.943056576047,214.52453351762267,212.00205338809036,214.87437185929647,222.82753515914138,219.18300653594773,202.64285714285714,217.273606370876,224.81120331950208,211.06486486486486,217.88630490956072,219.18300653594773,202.64285714285714,212.00205338809036
num_col_with_zeros,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
