,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
num_col,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036
null_vals,74494,0,45220,29274,55454,10948,6188,1904,0,0,26180,10948,6188,1904,29274
null_vals_col_max,313,0,190,123,233,46,26,8,0,0,110,46,26,8,123
null_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_std,100.56570120358025,0.0,61.046272296103034,39.51942890747723,74.8620076052211,14.779623819056525,8.353700419466731,2.570369359835917,0.0,0.0,35.34257869774386,14.779623819056525,8.353700419466731,2.570369359835917,39.51942890747723
null_vals_col_mean,36.588408644400786,0.0,22.210216110019648,14.378192534381139,27.23673870333988,5.3772102161100195,3.0392927308447937,0.9351669941060904,0.0,0.0,12.858546168958743,5.3772102161100195,3.0392927308447937,0.9351669941060904,14.378192534381139
null_vals_row_max,238,0,238,238,238,238,238,238,0,0,238,238,238,238,238
null_vals_row_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_row_std,59.59791533135178,0.0,80.38090013197404,103.40731064040675,63.84616219883595,43.16241933446078,66.36226802396034,117.77945491468365,0.0,0.0,84.66654827835102,77.02329569016736,66.36226802396034,117.77945491468365,103.40731064040675
null_vals_row_mean,15.999570446735396,0.0,31.25086385625432,60.110882956878854,18.57755443886097,8.103626943005182,20.22222222222222,136.0,0.0,0.0,35.37837837837838,28.289405684754524,20.22222222222222,136.0,60.110882956878854
num_col_with_nulls,1798,2036,1798,1798,1798,1798,1798,1798,2036,2036,1798,1798,1798,1798,1798
num_row_with_nulls,4343,2722,1257,364,2752,1305,280,6,1758,964,630,341,280,6,364
zero_vals,9242135,5449210,2845007,947918,5909090,2701185,605702,26158,3511598,1937612,1449574,763573,605702,26158,947918
zero_vals_col_max,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
zero_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_vals_col_std,297.05627335596563,168.97063952438322,109.69025846960675,49.06363108303467,211.72385406567102,82.04516749765929,23.267017649401303,2.877218935890268,122.70790509761218,60.50899059291886,63.11550497649878,27.945431518178665,23.267017649401303,2.877218935890268,49.06363108303467
zero_vals_col_mean,4539.359037328094,2676.4292730844795,1397.3511787819255,465.5785854616896,2902.303536345776,1326.7116895874262,297.49607072691555,12.847740667976424,1724.753438113949,951.6758349705304,711.9715127701376,375.03585461689585,297.49607072691555,12.847740667976424,465.5785854616896
zero_vals_row_max,2033,2033,2023,2023,2026,2033,2020,2009,2026,2033,2023,2023,2020,2009,2023
zero_vals_row_min,1775,1892,1775,1775,1775,1775,1775,1775,1892,1943,1775,1775,1775,1775,1775
zero_vals_row_std,57.784101046155676,19.294746593543817,74.12305070806265,96.82410857999461,60.84490405800988,43.9465841036803,61.45853742116569,108.1042580671312,20.41051213862016,13.81979407291707,76.55450280157591,72.76014095661067,61.45853742116569,108.1042580671312,96.82410857999461
zero_vals_row_mean,1984.9946305841925,2001.9140337986773,1966.1416724257083,1946.4435318275155,1979.5946398659967,1999.3967431532199,1979.4183006535948,1868.4285714285713,1997.496018202503,2009.9709543568465,1958.8837837837839,1973.0568475452196,1979.4183006535948,1868.4285714285713,1946.4435318275155
num_col_with_zeros,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
num_row_with_zeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurtosis_max,4654.000214822776,2720.0003675119483,1445.000691562936,485.00205761317034,2983.000335120652,1349.0007407407438,304.0032786885248,12.076923076923082,1756.000569151968,962.0010384216018,738.001353179974,385.0025906735757,304.0032786885248,12.076923076923082,485.00205761317034
kurtosis_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kurtosis_std,1436.4148715255058,769.8041180507837,458.7465076770816,163.34045984561658,905.5428027778012,409.45587154219004,80.39264072973813,2.193815885083892,497.60914342725715,249.59015865782155,216.68168596694667,115.66769919046718,80.39264072973813,2.193815885083892,163.34045984561658
kurtosis_mean,896.1073961485188,408.2760176495078,289.44002279194797,89.01015173999056,518.4567345078332,211.25780424184094,37.73488010507247,0.47495709654892737,247.6374468092891,113.27693007830116,124.45532907066946,60.47878693870341,37.73488010507247,0.47495709654892737,89.01015173999056
skewness_max,68.21290358008372,52.14403482195731,38.000009099513925,22.00004676388668,54.60769483435203,36.7151295890546,17.406989363141804,3.328201177351377,41.89272692428059,31.000016748732527,27.147768843498724,19.595984044533274,17.406989363141804,3.328201177351377,22.00004676388668
skewness_min,-61.74339290412356,-48.4949790144521,-18.731070757954566,-3.713532297477648e-15,-16.132470773772653,-33.88484145921005,-0.8358919639231269,-3.328201177351375,-18.92982835801897,-29.235735848372606,-0.27364957650002036,-14.137864256477227,-0.8358919639231269,-3.328201177351375,-3.713532297477648e-15
skewness_std,22.318568054241343,16.309270702088526,12.79446937363238,7.90707897331718,17.834844122384396,12.00566149675135,5.261406993308489,0.6311556233675675,13.079027122572224,9.190069850573398,8.81966148097719,6.472618553391661,5.261406993308489,0.6311556233675675,7.90707897331718
skewness_mean,19.273169476863355,11.441284554119921,10.810362486660782,4.946419284995703,13.59477507652825,7.848585021643624,2.9854362265949175,0.11041627779222929,8.332581857167016,5.102975999959921,6.511493231643482,4.084950393885335,2.9854362265949175,0.11041627779222929,4.946419284995703
