,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,312049,299280,10597,2172,244384,65946,1691,28,236360,62920,5852,3026,1691,28,2172
num_col,194,121,183,98,122,112,98,98,98,98,98,98,98,98,98
null_vals,29956704,6883440,900745,0,5865216,923244,0,0,0,0,0,0,0,0,0
null_vals_col_max,312021,236360,10569,0,242212,62920,0,0,0,0,0,0,0,0,0
null_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_std,141276.51455213636,90196.74401700073,4192.385991377196,0.0,94834.97790520704,20689.591922933134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_col_mean,154416.0,56887.93388429752,4922.103825136612,0.0,48075.54098360656,8243.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_row_max,96,23,85,0,24,14,0,0,0,0,0,0,0,0,0
null_vals_row_min,96,23,85,0,24,14,0,0,0,0,0,0,0,0,0
null_vals_row_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_row_mean,96.0,23.0,85.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
num_col_with_nulls,25,75,28,98,73,84,98,98,98,98,98,98,98,98,98
num_row_with_nulls,0,0,0,2172,0,0,1691,28,236360,62920,5852,3026,1691,28,2172
zero_vals,29177288,27982560,991479,203249,22839491,6176784,158403,2610,22089072,5893488,547170,283296,158403,2610,203249
zero_vals_col_max,311913,299260,10577,2172,244361,65937,1691,28,236344,62916,5850,3025,1691,28,2172
zero_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_vals_col_std,139127.92918557036,96089.33034831734,4118.346748890997,376.24794945760664,98176.16407808401,22421.66935206126,291.14577490476813,5.107792676145993,41846.58644757601,10988.88567765107,1002.385037306229,520.3636391517668,291.14577490476813,5.107792676145993,376.24794945760664
zero_vals_col_mean,150398.39175257733,231260.826446281,5417.918032786885,2073.969387755102,187208.94262295082,55149.857142857145,1616.357142857143,26.632653061224488,225398.693877551,60137.63265306123,5583.367346938776,2890.7755102040815,1616.357142857143,26.632653061224488,2073.969387755102
zero_vals_row_max,95,95,95,94,95,95,95,94,95,95,95,95,95,94,94
zero_vals_row_min,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
zero_vals_row_std,0.5008401890581666,0.5007477430873152,0.499901498724184,0.4940529198012527,0.49899364601523855,0.4730468382855661,0.47867639441696974,0.410325903324145,0.49873634178170184,0.4723175824648784,0.5037435157494391,0.48591300127506143,0.47867639441696974,0.410325903324145,0.4940529198012527
zero_vals_row_mean,93.50226406750222,93.49959903769046,93.56223459469662,93.57688766114181,93.45739082755009,93.66427076699118,93.67415730337079,93.21428571428571,93.45520392621425,93.66636999364272,93.50136705399864,93.62062128222075,93.67415730337079,93.21428571428571,93.57688766114181
num_col_with_zeros,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
num_row_with_zeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurtosis_max,14962.000066831526,15728.000063576828,3145.5591232136435,2170.0004606172283,14770.50006769793,15728.000063576832,1689.000591715977,26.037037037037067,14770.500067697936,15728.000063576841,2924.0003418803476,3024.000330578512,1689.000591715977,26.037037037037067,2170.0004606172283
kurtosis_min,0.0,1.6975692386565882,0.0,0.0,0.0,3.6656701641243217,0.0,0.0,1.416699660515433,3.5030105569979217,8.339102564102562,4.417676031236834,0.0,0.0,0.0
kurtosis_std,2064.4150388160283,2901.7358741092326,598.4290273718949,803.3890786414277,2440.1955551919164,2588.170434425017,378.4285813061952,9.234392401924557,3495.466944213811,3275.8455976005393,564.3421140306002,767.6621687779328,378.4285813061952,9.234392401924557,803.3890786414277
kurtosis_mean,1142.8804944241328,1785.5190392698019,394.2197589683056,808.2377398304982,1604.9276229148957,1756.9354680296492,361.98880364136807,4.100185679699762,1996.3553616550332,2085.2337632900485,522.6720299346578,577.7343536095061,361.98880364136807,4.100185679699762,808.2377398304982
skewness_max,122.31516695397492,125.40733656197368,55.23586088354839,46.57252903394615,121.52983200605718,125.40733656197374,41.085284369418275,5.003702332976761,121.5298320069017,125.40733656197374,54.064779125410844,54.98181818182181,41.085284369418275,5.003702332976761,46.57252903394615
skewness_min,-68.15775853594863,-70.57611065242158,-3.432491368134508,0.0,0.0,-55.95124613133361,0.0,0.0,0.6455227807878853,-57.6422176343929,1.973622308768181,-3.8149171421728396,0.0,0.0,0.0
skewness_std,22.816277661928915,27.117540112730783,13.24588120373509,15.809256449092032,24.38833944364262,24.613355777735098,10.752829049418535,1.7963877061159093,29.693066592638647,29.08076733644087,11.786577645573331,13.31860138396236,10.752829049418535,1.7963877061159093,15.809256449092032
skewness_mean,22.647973371066836,30.88227843106169,14.216000798414148,23.421636387994294,30.96491337689927,32.54396493639841,15.537443515309558,0.8193668006073069,32.50121136663711,34.56200097542757,19.096840622150044,19.64114266331038,15.537443515309558,0.8193668006073069,23.421636387994294
std_col_max,0.45746775267556994,0.46138492972683975,0.31780461705778806,0.4056195558704506,0.47332085463880547,0.36193893997477794,0.39767509558067093,0.4987228587060335,0.4758291741395857,0.3670300299330197,0.2969686865884436,0.36716905289649354,0.39767509558067093,0.4987228587060335,0.4056195558704506
std_col_min,0.005769088172834375,0.00577889694075352,0.02725580098100124,0.0,0.009700789838051971,0.006388172556958237,0.0,0.0,0.008227318320019706,0.007973001275917506,0.017574788777738926,0.018175809649702574,0.0,0.0,0.0
std_col_std,0.12183304473923642,0.08127663235772198,0.0776121629148405,0.07146625815060684,0.08316172661821339,0.0720170660542912,0.06379118533439308,0.10419001655641263,0.07611511803043565,0.06910846998310059,0.06778348861197298,0.05747646516760516,0.06379118533439308,0.10419001655641263,0.07146625815060684
std_col_mean,0.12252386325731836,0.06521912591878351,0.123057044673314,0.06459831074530249,0.07858723839702457,0.06260085004166849,0.06833897716055165,0.04715884205843773,0.06280168750046945,0.05501966314364715,0.07739597187376195,0.07121324957768782,0.06833897716055165,0.04715884205843773,0.06459831074530249
mean_col_max,0.9768521603176141,0.9768552945076178,0.875783283789836,0.37310250952224255,0.7795426263418095,0.9770100873473467,0.19692489651094028,0.4642857142857143,0.7796200510534917,0.9770079835390751,0.5729354048380464,0.8769981267800524,0.19692489651094028,0.4642857142857143,0.37310250952224255
mean_col_min,0.0002913313626326595,6.682705159048383e-05,0.0011559875436444277,0.0,9.411418096111038e-05,9.856549297910411e-05,0.0,0.0,6.769334912844813e-05,6.357279084551812e-05,0.0003417634996582365,0.00033046926635822867,0.0,0.0,0.0
