,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,312049,299280,10597,2172,244384,65946,1691,28,236360,62920,5852,3026,1691,28,2172
num_col,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
null_vals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_col_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_row_max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_row_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_row_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null_vals_row_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
num_col_with_nulls,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
num_row_with_nulls,312049,299280,10597,2172,244384,65946,1691,28,236360,62920,5852,3026,1691,28,2172
zero_vals,43939837,42143904,1490145,305788,34408769,9289230,237899,3939,33280328,8863576,822653,425654,237899,3939,305788
zero_vals_col_max,312049,299280,10597,2172,244384,65946,1691,28,236360,62920,5852,3026,1691,28,2172
zero_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_vals_col_std,44941.36687371989,43147.582989834285,1506.7183139282386,311.1031429683792,35357.292530918654,9529.028516811008,241.91607845093648,4.127308203699286,34230.05630630407,9103.828177820158,833.3051769924258,432.5179522574413,241.91607845093648,4.127308203699286,311.1031429683792
zero_vals_col_mean,303033.35862068966,290647.61379310343,10276.862068965518,2108.88275862069,237301.85517241378,64063.65517241379,1640.6827586206896,27.16551724137931,229519.50344827585,61128.11034482758,5673.4689655172415,2935.544827586207,1640.6827586206896,27.16551724137931,2108.88275862069
zero_vals_row_max,142,142,142,141,142,142,142,141,142,142,142,142,142,141,141
zero_vals_row_min,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
zero_vals_row_std,0.39214205698705934,0.38641582443699707,0.4886060760992871,0.4098671411529488,0.40166350956338237,0.34691873200919193,0.47443776896369305,0.46702488680792925,0.3973949202499677,0.3368142855676456,0.49620161610211455,0.47319137134742123,0.47443776896369305,0.46702488680792925,0.4098671411529488
zero_vals_row_mean,140.8106963970402,140.8176423416199,140.61951495706333,140.78637200736648,140.79796140500196,140.86115913019742,140.68539325842696,140.67857142857142,140.80355390082926,140.87056579783854,140.57638414217362,140.66556510244547,140.68539325842696,140.67857142857142,140.78637200736648
num_col_with_zeros,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
num_row_with_zeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurtosis_max,312047.00000320445,74818.00001336558,10595.000094375244,2170.0004606172283,244382.00000409072,65944.00001516427,1689.000591715977,26.037037037037067,59088.00001692366,15728.000063576841,5850.000170910959,3024.000330578514,1689.000591715977,26.037037037037067,2170.0004606172283
