,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
num_row,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
num_col,1916,1739,1861,1367,1653,1477,1259,1124,1529,1376,1502,1367,1259,1124,1367
null_vals,2243668,719112,678348,17466,502100,146466,3692,1136,0,0,15620,6532,3692,1136,17466
null_vals_col_max,4650,1758,1441,123,2621,1010,26,8,0,0,110,46,26,8,123
null_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
null_vals_col_std,1396.7833060661897,629.4412740187574,419.78694677602886,37.52742912511697,626.228429217749,256.2642495943752,8.22466801001147,2.6578079236811645,0.0,0.0,32.183730202225284,14.034648290694152,8.22466801001147,2.6578079236811645,37.52742912511697
null_vals_col_mean,1171.0167014613778,413.5204140310523,364.5072541644277,12.776883686905633,303.7507562008469,99.16452268111036,2.9324861000794282,1.01067615658363,0.0,0.0,10.399467376830891,4.778346744696416,2.9324861000794282,1.01067615658363,12.776883686905633
null_vals_row_max,934,363,879,142,428,252,142,142,0,0,142,142,142,142,142
null_vals_row_min,387,210,359,0,124,101,0,0,0,0,0,0,0,0,0
null_vals_row_std,100.01057399796682,73.17306762237692,111.30473575118461,61.69679878545277,79.12273446873051,27.236735690456534,39.594294367236856,70.27177562136588,0.0,0.0,50.515335527419516,45.95507557984775,39.594294367236856,70.27177562136588,61.69679878545277
null_vals_row_mean,481.88745704467357,264.18515797207937,468.79612992398063,35.86447638603696,168.20770519262982,108.41302738712065,12.065359477124183,81.14285714285714,0.0,0.0,21.10810810810811,16.878552971576227,12.065359477124183,81.14285714285714,35.86447638603696
num_col_with_nulls,607,1166,700,1225,1117,1134,1117,982,1529,1376,1360,1225,1117,982,1225
num_row_with_nulls,0,0,0,364,0,0,280,6,1758,964,630,341,280,6,364
zero_vals,6514241,3921664,1958654,633923,4319189,1810458,370436,14158,2620292,1301372,1064974,509086,370436,14158,633923
zero_vals_col_max,4656,2722,1447,487,2985,1351,306,14,1758,964,740,387,306,14,487
zero_vals_col_min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero_vals_col_std,1376.0099604188483,635.9595808782531,410.952817431358,51.62324506379409,635.401250322431,264.55601708380556,28.325454539397825,3.15645172986288,139.86420561587695,72.86774071956921,68.79437273826146,31.857410817344377,28.325454539397825,3.15645172986288,51.62324506379409
zero_vals_col_mean,3399.9170146137785,2255.125934445083,1052.4739387426116,463.73299195318214,2612.9395039322444,1225.7670954637779,294.2303415409055,12.59608540925267,1713.729234793983,945.7645348837209,709.0372836218376,372.41111923920994,294.2303415409055,12.59608540925267,463.73299195318214
zero_vals_row_max,1519,1519,1489,1354,1519,1373,1243,1097,1519,1373,1489,1354,1243,1097,1354
zero_vals_row_min,959,1283,959,1202,1202,1202,1094,959,1385,1283,1337,1202,1094,959,1202
zero_vals_row_std,96.65504649493421,69.66673556979867,106.60883910769388,55.611518843919576,76.14076322446462,30.104084104376593,35.750075242931466,60.77056215380763,20.41051213862016,13.81979407291707,43.68620349099401,42.87775864828819,35.750075242931466,60.77056215380763,55.611518843919576
zero_vals_row_mean,1399.1067439862543,1440.7288758265981,1353.596406357982,1301.6899383983573,1446.9644891122277,1340.0873427091044,1210.575163398693,1011.2857142857143,1490.496018202503,1349.9709543568465,1439.154054054054,1315.4677002583978,1210.575163398693,1011.2857142857143,1301.6899383983573
num_col_with_zeros,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
num_row_with_zeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurtosis_max,4654.000214822775,2720.000367511946,1445.0006915629338,485.00205761317034,2983.000335120652,1349.0007407407438,304.0032786885248,12.076923076923082,1756.000569151968,962.0010384216018,738.001353179974,385.0025906735757,304.0032786885248,12.076923076923082,485.00205761317034
kurtosis_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kurtosis_std,1195.147112346035,699.1899342998865,376.97056369839265,184.32056976824447,911.6220654816867,413.24155689217645,95.05446046844045,2.8975012939351337,550.2172434176777,288.2833992544967,237.0510158083611,131.40448460226827,95.05446046844045,2.8975012939351337,184.32056976824447
kurtosis_mean,712.6386610488162,398.9422037810407,235.17068159858962,132.66689038665746,598.8110886898893,258.27492300985136,61.078830615933384,0.8613628700124616,329.912797747893,167.72905961339129,168.79098332266247,90.14176968209972,61.078830615933384,0.8613628700124616,132.66689038665746
skewness_max,68.21290358008159,52.14403482195236,38.00000909951342,22.00004676388668,54.607694834351136,36.7151295890546,17.406989363141804,3.328201177351377,41.89272692428059,31.000016748732527,27.147768843498724,19.595984044533274,17.406989363141804,3.328201177351377,22.00004676388668
skewness_min,-61.74339290412356,-48.4949790144521,-18.731070757954566,-3.713532297477648e-15,-16.132470773772653,-33.88484145921005,-0.8358919639231269,-3.328201177351375,-18.92982835801897,-29.235735848372606,-0.27364957650002036,-14.137864256477227,-0.8358919639231269,-3.328201177351375,-3.713532297477648e-15
skewness_std,19.627519736985136,15.442976069708871,11.188667512991271,8.677604757510633,17.801047170934126,12.136860660134044,5.990230575269937,0.8393191498658933,14.041442616751612,10.320911140496593,9.220186717116336,7.088324381096419,5.990230575269937,0.8393191498658933,8.677604757510633
skewness_mean,17.457225146789128,12.205244082683446,10.107972246336564,7.372485635187877,16.239513322134602,10.180308658820058,4.832318350849895,0.2002464698943819,11.1010084637094,7.555972474813197,8.831131247452436,6.088492779156075,4.832318350849895,0.2002464698943819,7.372485635187877
