name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m327_gpu0,gpu,utilization,,,,,,,,,,,,,,
m327_gpu1,gpu,utilization,,,,,,,,,,,,,,
m327_gpu2,gpu,utilization,,,,,,,,,,,,,,
m327_gpu3,gpu,utilization,,,,,,,,,,,,,,
m327_gpu4,gpu,utilization,,,,,,,,,,,,,,
m327_gpu5,gpu,utilization,,,,,,,,,,,,,,
m327_gpu6,gpu,utilization,,,,,,,,,,,,,,
m327_gpu7,gpu,utilization,,,,,,,,,,,,,,
m319_gpu0,gpu,utilization,,,,,,,,,,,,,,
m319_gpu1,gpu,utilization,,,,,,,,,,,,,,
m319_gpu2,gpu,utilization,,,,,,,,,,,,,,
m319_gpu3,gpu,utilization,,,,,,,,,,,,,,
m319_gpu4,gpu,utilization,,,,,,,,,,,,,,
m319_gpu5,gpu,utilization,,,,,,,,,,,,,,
m319_gpu6,gpu,utilization,,,,,,,,,,,,,,
m319_gpu7,gpu,utilization,,,,,,,,,,,,,,
