name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m399_gpu0,gpu,utilization,0.0,0.0,12.166666667,75.666666667,91.6,70.2,0.0,0.0,3.0,42.0,0.0,0.0,86.533333333,5.8666666667
m399_gpu1,gpu,utilization,0.0,0.0,14.833333333,86.066666667,67.233333333,59.8,0.0,0.0,5.9333333333,83.066666667,0.0,0.0,86.533333333,5.8666666667
m399_gpu2,gpu,utilization,0.0,0.0,1.0,5.4666666667,5.5,27.733333333,0.0,0.0,5.2666666667,73.733333333,0.0,0.0,83.583333333,5.6666666667
m399_gpu3,gpu,utilization,0.0,13.2,85.0,60.666666667,10.15,75.4,0.0,0.0,4.0,56.0,0.0,0.0,86.533333333,5.8666666667
m399_gpu4,gpu,utilization,0.0,0.0,12.666666667,77.6,87.183333333,70.2,0.0,0.0,4.8666666667,68.133333333,0.0,0.0,86.533333333,5.8666666667
m399_gpu5,gpu,utilization,0.0,0.0,15.0,87.2,70.166666667,68.466666667,0.0,0.0,6.0,84.0,48.05,48.05,88.083333333,5.8666666667
m399_gpu6,gpu,utilization,0.0,0.0,12.833333333,66.733333333,6.1833333333,45.933333333,0.0,0.0,4.8,67.2,49.083333333,49.083333333,88.116666667,5.8666666667
m399_gpu7,gpu,utilization,0.0,0.0,9.3333333333,57.866666667,71.983333333,75.4,0.0,0.0,3.4666666667,48.533333333,0.0,0.0,88.5,6.0
m210_gpu0,gpu,utilization,0.0,0.0,14.666666667,87.333333333,83.933333333,78.866666667,0.0,7.75,92.8,84.0,0.0,0.0,91.45,6.2
m210_gpu1,gpu,utilization,0.0,0.0,14.5,87.133333333,88.233333333,78.0,0.0,0.0,5.7333333333,80.266666667,0.0,0.0,91.45,6.2
m210_gpu2,gpu,utilization,0.0,0.0,15.0,89.733333333,88.0,76.266666667,0.0,7.75,92.733333333,83.066666667,0.0,0.0,91.45,6.2
m210_gpu3,gpu,utilization,0.0,0.0,14.166666667,85.4,88.0,76.266666667,0.0,7.6666666667,91.733333333,82.133333333,0.0,0.0,91.45,6.2
m210_gpu4,gpu,utilization,0.0,0.0,14.666666667,88.0,88.466666667,79.733333333,0.0,0.0,6.0,84.0,0.0,0.0,91.45,6.2
m210_gpu5,gpu,utilization,0.0,0.0,14.666666667,87.6,85.816666667,79.733333333,0.0,7.75,92.666666667,88.333333333,44.95,44.95,91.45,6.2
m210_gpu6,gpu,utilization,0.0,0.0,14.833333333,89.0,89.35,79.733333333,0.0,7.8333333333,93.8,84.933333333,0.0,0.0,92.433333333,6.2666666667
m210_gpu7,gpu,utilization,0.0,0.0,15.333333333,91.6,89.233333333,78.866666667,0.0,0.0,5.9333333333,83.066666667,0.0,0.0,92.433333333,6.2666666667
