name,machine_type,trace,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3
m376_gpu0,gpu,utilization,,,,,,,,,,,,,,
m376_gpu1,gpu,utilization,,,,,,,,,,,,,,
m376_gpu2,gpu,utilization,,,,,,,,,,,,,,
m376_gpu3,gpu,utilization,,,,,,,,,,,,,,
m376_gpu4,gpu,utilization,,,,,,,,,,,,,,
m376_gpu5,gpu,utilization,,,,,,,,,,,,,,
m376_gpu6,gpu,utilization,,,,,,,,,,,,,,
m376_gpu7,gpu,utilization,,,,,,,,,,,,,,
m165_gpu0,gpu,utilization,,,,,,,,,,,,,,
m165_gpu1,gpu,utilization,,,,,,,,,,,,,,
m165_gpu2,gpu,utilization,,,,,,,,,,,,,,
m165_gpu3,gpu,utilization,,,,,,,,,,,,,,
m165_gpu4,gpu,utilization,,,,,,,,,,,,,,
m165_gpu5,gpu,utilization,,,,,,,,,,,,,,
m165_gpu6,gpu,utilization,,,,,,,,,,,,,,
m165_gpu7,gpu,utilization,,,,,,,,,,,,,,
m194_gpu0,gpu,utilization,,,,,,,,,,,,,,
m194_gpu1,gpu,utilization,,,,,,,,,,,,,,
m194_gpu2,gpu,utilization,,,,,,,,,,,,,,
m194_gpu3,gpu,utilization,,,,,,,,,,,,,,
m194_gpu4,gpu,utilization,,,,,,,,,,,,,,
m194_gpu5,gpu,utilization,,,,,,,,,,,,,,
m194_gpu6,gpu,utilization,,,,,,,,,,,,,,
m194_gpu7,gpu,utilization,,,,,,,,,,,,,,
m394_gpu0,gpu,utilization,,,,,,,,,,,,,,
m394_gpu1,gpu,utilization,,,,,,,,,,,,,,
m394_gpu2,gpu,utilization,,,,,,,,,,,,,,
m394_gpu3,gpu,utilization,,,,,,,,,,,,,,
m394_gpu4,gpu,utilization,,,,,,,,,,,,,,
m394_gpu5,gpu,utilization,,,,,,,,,,,,,,
m394_gpu6,gpu,utilization,,,,,,,,,,,,,,
m394_gpu7,gpu,utilization,,,,,,,,,,,,,,
m415_gpu0,gpu,utilization,,,,,,,,,,,,,,
m415_gpu1,gpu,utilization,,,,,,,,,,,,,,
m415_gpu2,gpu,utilization,,,,,,,,,,,,,,
m415_gpu3,gpu,utilization,,,,,,,,,,,,,,
m415_gpu4,gpu,utilization,,,,,,,,,,,,,,
m415_gpu5,gpu,utilization,,,,,,,,,,,,,,
m415_gpu6,gpu,utilization,,,,,,,,,,,,,,
m415_gpu7,gpu,utilization,,,,,,,,,,,,,,
m399_gpu0,gpu,utilization,,,,,,,,,,,,,,
m399_gpu1,gpu,utilization,,,,,,,,,,,,,,
m399_gpu2,gpu,utilization,,,,,,,,,,,,,,
