IncidentId,EntityType,Tier,BGPGlobalShutDown_mv,CpuSyslogErrors_mv,CpuSyslogErrors_pers_1h,ExEraseExecutions_mv,ExEraseExecutions_pers_1h,FanFailure_mv,GraphMissingMgmt_mv,GraphMissingMgmt_pers_1h,GraphMissingUplink_pers_1h,HAFailover_mv,HardwareErrorsSev2_pers_1h,IBCongestedBandwidth_mv,IBLinkDown_mv,ISISDown_mv,NGSvsMSAssetName_pers_1h,NetscanPayloadPodSetPaths_mv,NetscanPktLoss_pers_1h,OSPFDown_pers_1h,PfcPauseFrames_mv,PhynetInterfaceFlaps_mv,PhynetPktDiscards_pers_1h,ProcessShutdown_pers_1h,SONiCSNMPHighCPU_mv,ServerPingmeshPktLoss_mv,ServerTorInterfaceFlaps_mv,SpanTreeErrors_pers_1h,TempSNMP_pers_1h,TooManyT2sDown_pers_1h,VoltageError_mv
223,switch,t1,0.6631369199475088,0.1439017110594401,0.4662575110971161,0.8475666810685838,0.320109560339773,0.2352273011564092,0.4691979638101651,0.4329181844657044,0.0295038937267428,0.8149007439265181,0.6807922917125502,0.5480839121060456,0.5081384992869815,0.8825619671429483,0.2587322070253114,0.1005520039614744,0.1396037880180082,0.0384175781790216,0.8452635262480166,0.0624086711658006,0.759515040685734,0.2867371253609712,0.3515431956167092,0.2132172472703555,0.6857032274865774,0.9356947083043934,0.9948463088878688,0.8007571055887047,0.799479386577309
223,cluster_switch,t0,0.3363080979539988,0.1029273024031089,0.2772593542226862,0.159423589457011,0.119114620712653,0.1321899418167972,0.6734666494917281,0.0252993174707636,0.3276868662114445,0.1881530209766504,0.3820901102686639,0.9771544335287156,0.9062430044236456,0.0320631199925284,0.9919811448158798,0.97146961276955,0.1446942026504445,0.473120467719452,0.8914093952462369,0.133623900522193,0.998224264370578,0.2887337115329834,0.6805455654287377,0.1030314660660204,0.1318551726294087,0.3699955288722595,0.8762425181855044,0.9689888045915276,0.3920005407414407
223,tor_switch,t0,0.6561836687297691,0.7678926968013395,0.3854230947667187,0.6837646228089702,0.8389665445379032,0.9224398052226552,0.5851082578672091,0.6780729922800265,0.3417293634178537,0.2773215173887069,0.0768360862939034,0.6230413428136193,0.6213364506247994,0.905354576888,0.1070453332244832,0.0216265602658901,0.8756365688066702,0.3766319689755054,0.1136176469568973,0.9260631777505188,0.08899906145717,0.3557285228611717,0.6257833335360814,0.2194516290901627,0.1635178765958027,0.5035116317434174,0.2170445453229833,0.756020941114079,0.0722755712842115
223,cluster_switch,t0,0.9797786718578144,0.1387719097701418,0.9181599273258934,0.4653699805617809,0.4330300144911704,0.2528881277439753,0.3434559853808692,0.9794229199608224,0.442382070694141,0.1816418920491875,0.3070619936684151,0.3352885842504262,0.4644801328588107,0.3415650759971376,0.8696044504223305,0.5104449244630456,0.3562162477485823,0.1806549794757103,0.1235958863404215,0.2783559948823924,0.418327925144596,0.2361746747927108,0.4749480415663485,0.7941963668706562,0.4912851468370873,0.2278316407498226,0.0647493538594735,0.1190120371213945,0.0478699979743114
223,switch,t0,0.2606230615000309,0.7130511162881592,0.4145981934461922,0.9017370579842504,0.4536230724856964,0.9633387779375948,0.1148705153432462,0.1616312829900561,0.2137680846886056,0.2012624054874267,0.3672553477107811,0.9823625119702366,0.874922036181491,0.0851000089967951,0.6076171587240898,0.541320153308208,0.5782853561019994,0.3995412659392147,0.1976200978820067,0.3766793069386808,0.956922079648503,0.148712089638879,0.6914690240853616,0.6918211076104227,0.5437003435205457,0.3688861350202351,0.9398418698894376,0.7717516323266034,0.4297019255555696
223,switch,t0,0.2185261376122447,0.9065449309556562,0.7199189282714562,0.9698541074069702,0.0177749278245289,0.5912310346343381,0.9778469331397844,0.6117786092563726,0.7005888382836549,0.028060851555363,0.8051983211620101,0.169653109744865,0.525723803612498,0.0416102084502276,0.2679829879587948,0.0787710646473944,0.3280071909552583,0.1694802240827084,0.0675913167911439,0.4917938841458662,0.592104986070563,0.7197672420216918,0.957659901435952,0.4737903829174229,0.4304506888020259,0.339546473897758,0.1426317650319913,0.6753862531922497,0.8684059262684093
223,tor_switch,t0,0.145048525906673,0.5295477347179192,0.8241591120266826,0.1548911107429315,0.1684437175012741,0.3301444042408636,0.7413455655990204,0.4243176614122546,0.6945889044876516,0.8068599887613791,0.771801881867748,0.3821824500118489,0.3152236023651014,0.380744686472748,0.9732937727962448,0.4004465746459055,0.983572722871416,0.2405239549748868,0.1420658105111217,0.6784502328844138,0.1312152623749035,0.0030782647076168,0.1729790915060801,0.0182759078785645,0.8918040380956037,0.2481339285933288,0.909297001480574,0.7363336286632072,0.0450518262390814
223,cluster_switch,t0,0.6341056941026864,0.373707361069964,0.5767618802110248,0.9472141633302864,0.5234481844238751,0.2719953596568165,0.2263436346878187,0.5903439803925853,0.6111824236617212,0.4750972260029479,0.8968277614174243,0.0732469449319793,0.0696120389867568,0.9433042619417764,0.4614633036256622,0.4370465530400236,0.666782006169271,0.8267216311319159,0.9218223493080234,0.1216913292806716,0.2259621546346422,0.5065057405366916,0.8929205204460731,0.8507656970594369,0.9320544651771652,0.2431250468512261,0.0818869217084627,0.2515222060191073,0.13933717805834
223,tor_switch,t0,0.9248838392683448,0.2860448146117599,0.4330078309442745,0.0011764493393766,0.3674924752789424,0.2570230899051229,0.7021024568994508,0.6710108643394537,0.2893960314522374,0.4069705482544745,0.8286819404578469,0.620779850523774,0.4214967187698445,0.7636070042406369,0.5307530720436922,0.5472494163236793,0.164457063266488,0.7065601310075604,0.7663496494915684,0.49611917299554,0.0067546962150493,0.8312878135827657,0.2710345284856732,0.8932367118490583,0.0672560360659707,0.5902548980725928,0.0415410008482144,0.8895347126492283,0.579496593341577
237,cluster_switch,t1,0.5922927010841906,0.5404723966846935,0.8552821414182267,0.2257307553594929,0.0151984596125607,0.930140694983874,0.7965436466537488,0.3559841204113437,0.3480525427768677,0.4003260414506603,0.4868227064225392,0.3810483613411992,0.6414013301810692,0.1406489422949289,0.8063668456071548,0.7290967149433113,0.2172198575669054,0.0178047876078817,0.337917378261426,0.4063109542638606,0.423552577493559,0.6687116237424732,0.8452798821833877,0.264969190652065,0.8179241432827961,0.730782117663068,0.1223962303777087,0.7959462313642176,0.5288093597780499
237,switch,t2,0.1377219936639578,0.7345335417950989,0.9723581870741528,0.620711705001391,0.6498845121881401,0.2935630121345567,0.1869832325655804,0.0902780899728656,0.9966516322067748,0.2428788635184471,0.70335479380664,0.068442332847721,0.5547751565186924,0.966717902088056,0.8594574755425347,0.0449059038671781,0.4482815427588902,0.5764636376766672,0.973363462629796,0.3534399056062943,0.0155129881893969,0.8381612769206097,0.5766023920806611,0.3592952801142086,0.4318967448314926,0.0339851260457327,0.5935231300999464,0.8163433638875636,0.5196475280846171
237,switch,t3,0.1856826017837144,0.7091147203735174,0.7738832046178398,0.8486521852141998,0.7843520945312045,0.2024011792655677,0.472671728224612,0.0008225288585179,0.5883630682411857,0.4223644981497823,0.0924890578886753,0.4494768447585449,0.775798954595866,0.6876504041281196,0.103937660287936,0.0237203562551266,0.6835993139709219,0.3502733193452866,0.8729069805199313,0.7997325898931609,0.7642092845238582,0.8735891041123468,0.2075762973976087,0.727157626925841,0.9413662783293888,0.5013380448319134,0.969637721617786,0.5138741982419035,0.2648934505292903
237,switch,t1,0.9429052409794098,0.2315109011543822,0.2251340474331301,0.4115319772548329,0.7810830029078052,0.4945539517396586,0.94076190281301,0.1596463178752013,0.1709449965080297,0.6954696040072067,0.5795053765388198,0.914015153932726,0.7159684365409482,0.5613216111154228,0.4822296550253034,0.3909955504592501,0.8083401766000244,0.6150578865169833,0.9498379109670836,0.9879278819475552,0.7758287944661625,0.3342423704282206,0.8434381484342385,0.2020734579940042,0.576827386478039,0.6098665929593211,0.7077027128560447,0.7520294679127913,0.758652845761999
237,tor_switch,t0,0.2177002348135396,0.917569164223218,0.8804055582901877,0.7415685768207587,0.9876770920786426,0.0686780942048433,0.0338845434277375,0.5571895159746563,0.3663363916749674,0.8019596919364992,0.0837007150257909,0.7164321256835099,0.6385211478536998,0.2773148595241445,0.8354723993627569,0.2337129066515607,0.5043844495337245,0.6909593061985377,0.540190241062673,0.5023071645819577,0.8839858741746887,0.9621182374258448,0.9554053161533256,0.7713508598777918,0.4115194391856511,0.2563585878467682,0.296927295929221,0.3939557760494936,0.4204008336697443
237,cluster_switch,t1,0.1956091786432829,0.919130820788842,0.8533454137071534,0.791034362720266,0.2901670921221604,0.7266026995134157,0.7411254833342256,0.6582831200542537,0.5890899414559265,0.4424055296823004,0.6059933098452519,0.1785641758389736,0.0944962693081082,0.9272609221310728,0.4347296587470509,0.4428211006747476,0.2230551115598488,0.5098259614173802,0.1379294747686309,0.0819888041960547,0.5491719671064331,0.5440472077400136,0.708718415324572,0.1405777843529185,0.2965258094993217,0.954068963230546,0.3766124261353031,0.2976675322422789,0.8996306142186823
237,switch,t0,0.359732545697573,0.1063586147640243,0.0642584079646089,0.2313093415664409,0.4543684047782947,0.6574784320633849,0.007618858556624,0.2020771640321648,0.9722721113229408,0.969004731101092,0.5351580352793471,0.7033500327335653,0.515790243618697,0.7662097609278585,0.1937612232180937,0.3529447366343926,0.3835206654323863,0.1887337287941008,0.4819969007349667,0.5919805456112847,0.5005972953669272,0.4687157891270017,0.9720167289632514,0.6761232936360012,0.59286740819072,0.726624681027022,0.5915524224609503,0.447544887585813,0.064217583832939
155,switch,t2,0.476235868067186,0.6985844385935994,0.5108097134325593,0.4076503402315898,0.4704629177191334,0.7974611220823029,0.2034579332485764,0.4884370485893322,0.6499521065837431,0.4856735806887292,0.614931194097889,0.3142231534879108,0.1907791031255726,0.7318941593638919,0.1990363933609469,0.2636729350163617,0.173436361108767,0.2663780301319929,0.7384094978058448,0.995682620139247,0.6350514250169621,0.0328701702803341,0.8533481750374123,0.9273883049726694,0.2806175158963632,0.3707605032894387,0.5519462656386143,0.8232110260153164,0.328632467111608
155,tor_switch,t0,0.1897438241133462,0.2944084971419093,0.5669043465134198,0.1551259567651137,0.5813449886000807,0.9607381338886934,0.4341760082004379,0.7186666666354306,0.0849063238176257,0.5972543392531107,0.5492928495270774,0.9860669347158636,0.1362954862117895,0.622506458825855,0.4938358272526771,0.567116326476203,0.4565205006728426,0.3774361687699759,0.9956522667508276,0.6341545841737076,0.0354032469304902,0.5746867855307839,0.7107971127133627,0.7415861801344938,0.9140781286231718,0.2799154141856355,0.2325152150517645,0.7569421437472421,0.0035441653952972
155,switch,t1,0.8146657215979888,0.5657129729385718,0.4484312592628153,0.3925652789614361,0.691783333813623,0.9119768277467388,0.1908631389843894,0.971890054557722,0.4673279601640826,0.1426244448693467,0.773400554430911,0.8534186707314011,0.684505532324072,0.5071031382207528,0.2197230717892951,0.5601803610580735,0.2556537481158534,0.9418772785883592,0.7930664375237891,0.5982188164120738,0.3529969782456267,0.4417398792199745,0.0274469886348508,0.1196348735338698,0.5705340383695717,0.5736974030720385,0.9073561394354382,0.4818235808497191,0.6476329571099337
155,switch,t3,0.2215511085848532,0.9032553451231032,0.8277245378885006,0.7815471109486084,0.8655789621673013,0.627048158854109,0.6331207446578458,0.5246440363095937,0.9374329931320536,0.0771424537648535,0.9820602068682008,0.0586381405271001,0.1345069047424936,0.0880057164114205,0.4259576651102028,0.909711172058054,0.9343110421734306,0.3368014742820993,0.8553136108420212,0.5434492095357891,0.5558662922225576,0.4322686729649659,0.5541802486181163,0.7764748411794433,0.3414974713309894,0.173811973176144,0.2805958425690383,0.735659203986638,0.7748085557677911
155,cluster_switch,t0,0.0884086920762086,0.5595986151432973,0.7490116484003873,0.2911440232406148,0.9029931439933944,0.3865523970409553,0.611486276424172,0.9863706386582272,0.3116877573125313,0.9607675681617932,0.3952412458977481,0.7900447035879915,0.0510109608303037,0.2793118350357054,0.4053145218013777,0.2469363022607658,0.7363490392776114,0.6574344418409803,0.1269378669692651,0.9997428363725344,0.3239672165984749,0.5998497010695226,0.2179719321524678,0.2325590926395858,0.9213414914971916,0.9582481245561116,0.6925624769375442,0.9166417410571396,0.9399667770374224
155,cluster_switch,t0,0.0831965209496408,0.3857441027841864,0.5431935707333195,0.8633254108250151,0.731878731310532,0.2609248584261322,0.4461930029117137,0.7436508927438841,0.4914259531243161,0.4634163519216472,0.9766424609476128,0.4516528498582772,0.8358149780961516,0.8990580079517894,0.5974404656597604,0.4671547273443743,0.9161285308321422,0.9316076443538698,0.7261725553214362,0.5867180951596923,0.6546270201100833,0.7222838196696614,0.5305764890332836,0.5784851219713608,0.7284441660550268,0.9502126673176756,0.6194857456100767,0.4996635744365724,0.572118913195131
155,tor_switch,t0,0.3157395688492487,0.2239014223835765,0.2144067536016949,0.6130724367024947,0.2829558470117733,0.2430418364994846,0.0379820778343875,0.4356368438966828,0.7569067185562715,0.1398818643565432,0.5584980755661579,0.9017624913807736,0.2640352644076481,0.5370301954614972,0.3985065420728373,0.7116500497362576,0.8865168832531751,0.757345421779866,0.1612500137478262,0.4989846498390786,0.0671131856170818,0.0250296515711236,0.7970244561641447,0.4702992772210892,0.3324715942733975,0.6801766831719278,0.8993193260136717,0.4652887998624415,0.0280212868766571
141,tor_switch,t0,0.0142392913389481,0.9301881186206816,0.937562226262912,0.7144780417099742,0.4370077480583917,0.8761403798690294,0.5611365963230945,0.9118800451080628,0.6517381488759618,0.2715380351027775,0.2316043883182708,0.6439274488041448,0.1433298936087154,0.7821949415867635,0.0668637757822384,0.6651086486693413,0.8478453621051736,0.6723919486274146,0.9774722409593374,0.9686559975541033,0.7053026459362797,0.1178901842446259,0.882054090731226,0.2140281686616678,0.5141223185602909,0.217987857275505,0.9918016044561442,0.6397609799138866,0.53978170300535
141,cluster_switch,t0,0.9362183049308268,0.0127364182626878,0.6272725142562477,0.4215490014689669,0.9813749313622928,0.986382651202276,0.5229967523799519,0.5247260378497808,0.6633636378240411,0.4762897453650506,0.7897305834157827,0.8020487772473311,0.6056221434194626,0.5777971882962973,0.3144933118778914,0.5599985033757721,0.0244716318832594,0.8618230564574806,0.2929207135909473,0.4268761036765965,0.2697262213510993,0.2152852582262707,0.8770307126845429,0.1979419395357148,0.3495963012399213,0.6258260839711658,0.2981880004375468,0.7071888146067471,0.0252969449185763
141,tor_switch,t0,0.2300953320951877,0.0523374453569458,0.4437783532417076,0.7567288570935414,0.5794124589720153,0.1221724096819515,0.4359288850343686,0.4191473834607796,0.7948320697863595,0.2696647344582221,0.3518801896200286,0.0534653182846592,0.3463564317915342,0.1429811965433424,0.3356543206150454,0.712214843488573,0.9400924204462444,0.3684476398350313,0.9614951490405704,0.4669360872522021,0.73806898241526,0.4698575355315911,0.8866313548509557,0.5115249322143086,0.8042764115719458,0.115703497452549,0.0881030373615452,0.6968800162039535,0.168212826012869
