IncidentId,EntityType,Tier,DefaultRouteMismatch_mv,DeviceDataPlaneDownBGP_pers_1h,DeviceDown_pers_1h,CpuSyslogErrors_pers_1h,ServerPingmeshPktLoss_mv,TempSNMP_pers_1h,NGSvsMSAssetSN_pers_1h,HAIneligible_pers_1h,IfOperStatus_pers_1h,MaxprefixExceeded_mv,CPVPolicyFailure_mv,ServerTorFCSErrors_mv,CPVPolicyFailure_pers_1h,DiskFailures_pers_1h,NetscanPayloadPathsMultiple_mv,DuplicateIP_pers_1h,NGSvsLLDPt1t0_pers_1h,NonProdWithProdTraffic_pers_1h,FabricDegraded_pers_1h,PingmeshPktLoss_mv,SSHReachability_pers_1h,NetscanPktLoss_pers_1h,ExEraseExecutions_pers_1h,BGPHoldTimer_mv,SnmpCpu_pers_1h,SONiCSNMPHighCPU_mv,BGPDown_mv,BgpDelay_pers_1h,HardwareErrors_pers_1h
223,switch,t1,0.2643486509191494,0.2450762577636447,0.7782615844020462,0.4662575110971161,0.2132172472703555,0.9948463088878688,0.4018624343654252,0.0171050032342614,0.0772844151600293,0.5371239886459834,0.3050127492112172,0.6606083000120587,0.6756552254228527,0.0909802962373811,0.6301373666555293,0.9384050794851634,0.6974547623979362,0.9021106718112852,0.3163486270479534,0.091493405544233,0.5581360804053277,0.1396037880180082,0.320109560339773,0.3538530669897505,0.837541421290354,0.3515431956167092,0.0596750793976141,0.7260831351456798,0.4056465613111419
223,cluster_switch,t0,0.8205694667078973,0.1323720231839075,0.6107437271225616,0.2772593542226862,0.1030314660660204,0.8762425181855044,0.3623322538483818,0.2395726060784654,0.0222756925365356,0.9008371260321582,0.680962950364943,0.8296685659006,0.5958179679931552,0.7508948910159272,0.140548971618457,0.2360762234073754,0.3727716258367899,0.3667047304066646,0.8504683924075067,0.5023325039758567,0.8741285636333638,0.1446942026504445,0.119114620712653,0.8207042034625539,0.6129354084226863,0.6805455654287377,0.0582191854022119,0.6304052590928328,0.5609859022732884
223,tor_switch,t0,0.1883773184081337,0.3153356969729954,0.6010607935928218,0.3854230947667187,0.2194516290901627,0.2170445453229833,0.3456972358670718,0.0231788069635728,0.3260822269397022,0.7202968724062577,0.5086005054592353,0.1068266102753556,0.5165565862532475,0.256028037659333,0.3511577208152996,0.6156622469302142,0.5559283049898431,0.1162985466031224,0.6218046909147349,0.1700749697756629,0.8459578569785431,0.8756365688066702,0.8389665445379032,0.1996760079682707,0.6893213137838683,0.6257833335360814,0.0694464623553451,0.6549504920198561,0.2774264708702272
223,cluster_switch,t0,0.5857509158238315,0.982867652979752,0.511622615560981,0.9181599273258934,0.7941963668706562,0.0647493538594735,0.2366538516135135,0.040136391861724,0.3224372036090527,0.0735965697827941,0.4687105472061824,0.7861198003791977,0.7779954334704758,0.6964617316180476,0.1485271150692432,0.0847381584024933,0.6764973293622236,0.972120347838922,0.8302924639381517,0.1984010259190241,0.7855194523982704,0.3562162477485823,0.4330300144911704,0.8891956501476961,0.6184274684555,0.4749480415663485,0.1146878482089395,0.789929988224577,0.5105958078606725
223,switch,t0,0.9597197721721288,0.3156588038911611,0.9125794858384706,0.4145981934461922,0.6918211076104227,0.9398418698894376,0.9045689160256716,0.3373708405945647,0.3002022505011867,0.0142782938912815,0.3169943138701893,0.0041702011848638,0.3903626262844335,0.7471725747369116,0.721087430656265,0.177436570711972,0.2472536624975453,0.8690777468636218,0.9386796859488225,0.5281960956185765,0.2128755391128004,0.5782853561019994,0.4536230724856964,0.1316929637623564,0.4833106307550898,0.6914690240853616,0.536421454145494,0.8233414640147169,0.6033721938855587
223,switch,t0,0.0832740288982595,0.565870690231972,0.9511095650078571,0.7199189282714562,0.4737903829174229,0.1426317650319913,0.3198656333533867,0.398564524004585,0.5110108801414301,0.6742889855525267,0.6630498991914469,0.778681858063356,0.1640409362107279,0.1414642549266055,0.6211887109458056,0.7862661298218668,0.7672339570223347,0.4522458811982756,0.773309031146642,0.9120285597548516,0.0444008103802281,0.3280071909552583,0.0177749278245289,0.6733406322611605,0.1262213327422258,0.957659901435952,0.234238077208829,0.2784548183866704,0.2409535491197214
223,tor_switch,t0,0.2119031795587603,0.5724092755445009,0.2168394006025286,0.8241591120266826,0.0182759078785645,0.909297001480574,0.2993305445002654,0.2403832631695055,0.2935335718899177,0.4070936117955728,0.2342174039383149,0.6755512817903775,0.3633584447454097,0.0683579575429759,0.5974041001662103,0.1956779975908732,0.0175822501890091,0.6108580149796845,0.9181827927847496,0.5084254795469862,0.5211769417963401,0.983572722871416,0.1684437175012741,0.9969503944108098,0.198644337519247,0.1729790915060801,0.4286056778559062,0.451635277920578,0.7234801492249064
223,cluster_switch,t0,0.4002161995709729,0.8263439244523623,0.5526274256025596,0.5767618802110248,0.8507656970594369,0.0818869217084627,0.337141847778395,0.6938827573799642,0.4317070560480112,0.0530159270965251,0.2122162953559609,0.8329730804203175,0.9268881041493562,0.8334428935617897,0.3258267432853008,0.627245028308579,0.3829702804069496,0.3908217322555476,0.1210731736681806,0.4094861013650264,0.9577388422398674,0.666782006169271,0.5234481844238751,0.5189977526945071,0.9771738880659112,0.8929205204460731,0.4332458327504743,0.6353330404617967,0.5756195932081756
223,tor_switch,t0,0.3947184291438312,0.1522965745389101,0.3261284613049424,0.4330078309442745,0.8932367118490583,0.0415410008482144,0.2966842231990999,0.1335967046466851,0.6792161105687188,0.6705253501228875,0.6453540293412428,0.5667906625437704,0.5415057863368061,0.5717710906926927,0.8468651706466889,0.5164298866342856,0.4323128213755458,0.6759546115480747,0.361563457519246,0.4167493542225341,0.0497406451935359,0.164457063266488,0.3674924752789424,0.2368062322085006,0.9625781679824036,0.2710345284856732,0.6651655846381932,0.1060367511588291,0.3042252328025295
237,cluster_switch,t1,0.8946091272785793,0.461385715537671,0.0864401120374321,0.8552821414182267,0.264969190652065,0.1223962303777087,0.7391003718222697,0.7170816031962604,0.6234334665732669,0.3501494816432851,0.6612221314256086,0.0791247148798375,0.6105878517098411,0.3542773527986911,0.534077030560061,0.8612577111937064,0.2761551761126802,0.6170478362113653,0.7520363736354966,0.3774634141179126,0.0941104190320167,0.2172198575669054,0.0151984596125607,0.22122745906083,0.9700974831813962,0.8452798821833877,0.440987193288079,0.6522252475080916,0.0583690032323903
237,switch,t2,0.7720601787868772,0.9464666572354036,0.1669050888254027,0.9723581870741528,0.3592952801142086,0.5935231300999464,0.8889478605893933,0.0658582230998204,0.7245429583513172,0.7233447440507504,0.4457854238705722,0.4031830791605425,0.7892351579488456,0.0538655272658163,0.2284658120667435,0.7152032161391353,0.9179429397442436,0.3791296789923299,0.9628098307507528,0.1669552585137126,0.064636850293592,0.4482815427588902,0.6498845121881401,0.3355506219936538,0.0561456847604248,0.5766023920806611,0.1738829604207824,0.1649628590515049,0.009362705068546
237,switch,t3,0.1405484489372735,0.352147378161383,0.7411735266016869,0.7738832046178398,0.727157626925841,0.969637721617786,0.6247260317468705,0.8740633019859213,0.8147899148182295,0.1625813584992651,0.6806990244678998,0.4331993171168113,0.8811375697920721,0.9889615880399149,0.4482506675776205,0.8900585347576109,0.4821692265203678,0.0391172869312062,0.1126987867777652,0.3607212118491788,0.0122477876903797,0.6835993139709219,0.7843520945312045,0.7714866343943451,0.2790587149420583,0.2075762973976087,0.6219905267559651,0.3920047594916462,0.5656367728800676
237,switch,t1,0.5825801680122947,0.2461072757574067,0.0883268077738831,0.2251340474331301,0.2020734579940042,0.7077027128560447,0.7541311761811849,0.0934285938757502,0.9105644330117926,0.2041608479024976,0.6294677566040555,0.1172582725070815,0.3770940737579367,0.3490495020107043,0.2669292291313,0.0310736858785505,0.8994757608281181,0.8996449460846097,0.599672047845516,0.9846100773958992,0.1572241605434999,0.8083401766000244,0.7810830029078052,0.1778883181675227,0.9473129298405966,0.8434381484342385,0.2324525865899199,0.4186219549753864,0.9576777414894364
237,tor_switch,t0,0.9456209522756162,0.8919635607324737,0.0477466183793924,0.8804055582901877,0.7713508598777918,0.296927295929221,0.1963699527986455,0.0930421716756734,0.333377655347245,0.3461583866942347,0.6463745922181908,0.4639019852970983,0.1827671209771549,0.3252437368943124,0.145739569945653,0.9674612344191396,0.3251019891340659,0.2091052240212731,0.4814619182153888,0.7246561966711615,0.4721970534483078,0.5043844495337245,0.9876770920786426,0.7870436935049133,0.0703106274301617,0.9554053161533256,0.5862210811059505,0.3735586228936038,0.124622734463432
