IncidentId,EntityType,Tier,BGPDown_pers_1h,CpuSyslogErrors_mv,DupManagementIP_mv,DuplicateIP_pers_1h,ExEraseExecutions_mv,FabricDegraded_mv,HAIneligible_mv,IBBandwidthSpeedMode_mv,JuniperSSGStateChange_mv,LinkStatus_pers_1h,MaxprefixThr_pers_1h,NoGoldConfig_pers_1h,SystemUsageHigh_pers_1h,Tier1TrafficOutlier_pers_1h
223,switch,t1,0.1050177809551031,0.1439017110594401,0.6902737391712584,0.9384050794851634,0.8475666810685838,0.4712560860023389,0.7243015164222852,0.660575519439853,0.2422629939579086,0.5670943963472583,0.9729934614355654,0.7231521198132008,0.5426611638865904,0.2524080174230162
223,cluster_switch,t0,0.5638027100299816,0.1029273024031089,0.6134915517896713,0.2360762234073754,0.159423589457011,0.232570615587458,0.367417508086894,0.8560369487901485,0.9957095660787942,0.9655148431304882,0.4273551353956094,0.4030631082455354,0.1151149674912782,0.4281706699710624
223,tor_switch,t0,0.5418593272323816,0.7678926968013395,0.9012378916366868,0.6156622469302142,0.6837646228089702,0.2470597918918451,0.5208531308890494,0.4381706127545595,0.7241025519653205,0.3904493509161575,0.99569218680433,0.7304857168169524,0.2301217741934094,0.1294909100479275
223,cluster_switch,t0,0.3075645697029986,0.1387719097701418,0.5187122804797434,0.0847381584024933,0.4653699805617809,0.0092719432549415,0.5964684339765581,0.444867680087641,0.3217110345627094,0.4458429077796749,0.5038265242455411,0.8246562241449825,0.7466702462661925,0.4433677251105137
223,switch,t0,0.0709132173074635,0.7130511162881592,0.1990732553944538,0.177436570711972,0.9017370579842504,0.052981178280359,0.7638700142913121,0.6288043267169623,0.1950239390440591,0.9380862462930982,0.7966186555112647,0.8356088180377192,0.0200069071632714,0.1343384698083599
223,switch,t0,0.3748673549084435,0.9065449309556562,0.9992622792244938,0.7862661298218668,0.9698541074069702,0.1290884966850882,0.3248685360679157,0.9797518445250024,0.8203722460712434,0.1767248192470631,0.7790588859741382,0.547857676051092,0.3844986554353808,0.9733288038197806
223,tor_switch,t0,0.9034654453512582,0.5295477347179192,0.9768695094915336,0.1956779975908732,0.1548911107429315,0.8424227237342928,0.7070652904800647,0.9871726502550202,0.6131265211872067,0.466209703763786,0.1008779509682564,0.4971195611209394,0.0368120250250955,0.9238905439878392
223,cluster_switch,t0,0.965642125296998,0.373707361069964,0.8234586104938415,0.627245028308579,0.9472141633302864,0.2944419616030741,0.5304453064407288,0.7091609292684313,0.789404321455374,0.5957965810327465,0.6272074116788241,0.1308929721554282,0.8043103775393847,0.4554421711680338
223,tor_switch,t0,0.8189918532990994,0.2860448146117599,0.1758226737099273,0.5164298866342856,0.0011764493393766,0.2727827922169991,0.4001508817406101,0.1432364620522267,0.0720962244409543,0.0628847324942116,0.1361065471850756,0.0483836760257451,0.2947153084974716,0.0854489212432789
237,cluster_switch,t1,0.4827427700510277,0.5404723966846935,0.9552581849368216,0.8612577111937064,0.2257307553594929,0.2155132585737655,0.0872041980794935,0.5398498904725222,0.678529391506609,0.3655183904284712,0.5692956084950974,0.3703685237470735,0.2250024274425595,0.7267283993498352
237,switch,t2,0.481391313988031,0.7345335417950989,0.1858310058284306,0.7152032161391353,0.620711705001391,0.2489779137022172,0.3638102752150882,0.822309128563347,0.1123131254939444,0.0618605137537237,0.3695702414176581,0.9436751369517604,0.0602298049738372,0.8322879956931952
237,switch,t3,0.1670072035106662,0.7091147203735174,0.0115454200733644,0.8900585347576109,0.8486521852141998,0.7869488520797836,0.7512526554213506,0.407990870479212,0.0318487686062816,0.3709418387796255,0.3562120628300482,0.5331304812844078,0.5502350214740598,0.7462275214956816
237,switch,t1,0.877915187488766,0.2315109011543822,0.909069384233436,0.0310736858785505,0.4115319772548329,0.3477838394289698,0.0940891454456127,0.4240333242544292,0.071354443448538,0.7757883590928951,0.77434103493677,0.3931759108073507,0.1900338542496732,0.7976390645414421
237,tor_switch,t0,0.7003488548374716,0.917569164223218,0.5042656751815938,0.9674612344191396,0.7415685768207587,0.4731010257045189,0.2223333210034157,0.8062720496571054,0.6795678781218334,0.5164426442923404,0.888118630508467,0.3500328069880601,0.341401163846676,0.4180782408151972
237,cluster_switch,t1,0.2722372141224961,0.919130820788842,0.3538688683769171,0.7485396927493174,0.791034362720266,0.7936436269075493,0.118673960204332,0.8415056344050614,0.1823337040616837,0.9744507821626408,0.7409869379650841,0.2534071992724659,0.1914217802309163,0.3362622444776016
237,switch,t0,0.6263183504053615,0.1063586147640243,0.4500162627682518,0.6035266805115279,0.2313093415664409,0.4582198950952266,0.3002387612735678,0.0769849494257555,0.9454583298846744,0.5705134045091604,0.6591757509608014,0.6138361984115146,0.6763683607706822,0.7083595927846541
155,switch,t2,0.9866408663038666,0.6985844385935994,0.4676373787330908,0.0776340621534759,0.4076503402315898,0.2302700121340758,0.9252780112944484,0.7374584805971351,0.7776389352951187,0.2939817258707199,0.3744364041525923,0.8376729521543929,0.0546050602265446,0.6599614158400201
