IncidentId,EntityType,Tier,LinkStatus_mv,TooManyT1sDown_pers_1h,SSHReachability_pers_1h,FanFailure_mv,Tier1TrafficOutlier_mv,IBCongestedBandwidth_mv,IfOperStatus_mv,NoSysLog_mv,HighInterfaceUtilT0T2_mv,BGPHoldTimer_pers_1h,SnmpVoltage_mv,InterfaceUnsecured_mv,BadOSVersion_pers_1h,GraphMissingUplink_mv
223,switch,t1,0.993861637828508,0.0732222199262101,0.5581360804053277,0.2352273011564092,0.3629027439398233,0.5480839121060456,0.5487550932866763,0.3743200402551002,0.3433998604468272,0.3935191852050771,0.898784970208554,0.3561672928677868,0.9332232160811956,0.4240300855265638
223,cluster_switch,t0,0.7904671520068365,0.6249491142122965,0.8741285636333638,0.1321899418167972,0.2842414172171312,0.9771544335287156,0.5229678299104458,0.9583813101701544,0.1419984892520853,0.9170645577013044,0.0523971622809088,0.7612946763093101,0.1305216959065173,0.3813529435210921
223,tor_switch,t0,0.8026224147093204,0.0500336774122927,0.8459578569785431,0.9224398052226552,0.3451416511201003,0.6230413428136193,0.2538399285333333,0.2226425446880929,0.8899505237004267,0.4719530211786195,0.9096246220345552,0.4179469985735631,0.5141409077490484,0.3189593650119262
223,cluster_switch,t0,0.7833340647482187,0.1448394381718011,0.7855194523982704,0.2528881277439753,0.279566979233312,0.3352885842504262,0.4945030716991737,0.0251061675251355,0.3532891470978883,0.3454411306889507,0.2090748806940174,0.7388028787616986,0.4994044259423592,0.966832340174449
223,switch,t0,0.5124767515766883,0.0198421461051819,0.2128755391128004,0.9633387779375948,0.7392075840015319,0.9823625119702366,0.5456345318932295,0.2176508633385,0.6580532681574536,0.5203730082305319,0.2305596721674748,0.3401584641609342,0.9249025810564028,0.8867786624486543
223,switch,t0,0.6225582405821004,0.8130960389674436,0.0444008103802281,0.5912310346343381,0.8553150573792474,0.169653109744865,0.6780488829065452,0.1257239124647237,0.5649900666588004,0.0867215060627246,0.8651836583157052,0.0328398460941755,0.6977572836829068,0.3289774190629202
223,tor_switch,t0,0.2024190981053598,0.5304362174888256,0.5211769417963401,0.3301444042408636,0.620095152038091,0.3821824500118489,0.1056471547466237,0.5418604113676313,0.208441733599847,0.8040265003340028,0.6151126891669438,0.4619736859492754,0.7715657624316381,0.8519448564536674
223,cluster_switch,t0,0.155981417619324,0.2602653228548633,0.9577388422398674,0.2719953596568165,0.7599872391305756,0.0732469449319793,0.0928053108900325,0.8563828854356564,0.3089134657301637,0.8648078292006343,0.5638046701421681,0.3650675523689684,0.9151924581851554,0.5388764490085635
223,tor_switch,t0,0.4876245482547412,0.217121089912737,0.0497406451935359,0.2570230899051229,0.5189901907303173,0.620779850523774,0.3514162761894315,0.7791011467054798,0.8226897074663434,0.0620664422112429,0.3442603601610231,0.9635823227600951,0.0608530056118353,0.0679096861342059
237,cluster_switch,t1,0.5369888763520673,0.5051548774872721,0.0941104190320167,0.930140694983874,0.1462408223555463,0.3810483613411992,0.5126714380723362,0.0947496787404178,0.2278001756177884,0.2919160527115788,0.5340981967472248,0.3460725374807659,0.7829075576947633,0.338067949672737
237,switch,t2,0.2188180237187779,0.2445325061718382,0.064636850293592,0.2935630121345567,0.7242736713465967,0.068442332847721,0.0829135965811432,0.9778874729666504,0.5575809294627523,0.1637991558609611,0.4429971739843832,0.7372087612262925,0.3796795381979031,0.937052535137284
237,switch,t3,0.769060864738681,0.5952075449117536,0.0122477876903797,0.2024011792655677,0.9807891164719678,0.4494768447585449,0.1091003879438581,0.5656075651718891,0.9499768169473618,0.1446538971775257,0.0265173521193664,0.0763737800572537,0.8080257117290834,0.2421793505028313
237,switch,t1,0.5129766487278437,0.4134502553162558,0.1572241605434999,0.4945539517396586,0.6767695544021444,0.914015153932726,0.8405910503028607,0.7287409358900416,0.9811565198059689,0.0675669560570028,0.8032990387790762,0.6304795754589583,0.7872086904802774,0.1391346456880633
237,tor_switch,t0,0.0317376121502226,0.2767525748865164,0.4721970534483078,0.0686780942048433,0.8465186408798476,0.7164321256835099,0.6718468180146372,0.6488434441127584,0.1367059593433094,0.1043972631022187,0.7623650193147408,0.0064135487713211,0.8818192141013099,0.2109746235665511
237,cluster_switch,t1,0.6285344068382133,0.4326226424944798,0.9994798004993865,0.7266026995134157,0.0268961036328925,0.1785641758389736,0.4998512785958854,0.2093572007004979,0.5810280212462627,0.1811012116739909,0.5883235106742344,0.6060367565066987,0.5111714300758674,0.374744525327953
237,switch,t0,0.0526194622979111,0.5688231429724773,0.8923022611669356,0.6574784320633849,0.5334442130316008,0.7033500327335653,0.7610474257184421,0.5043871456715978,0.2029690327680763,0.2576078168018401,0.9887422858141396,0.7079056970817538,0.8118875752824347,0.2089819883990236
155,switch,t2,0.4361060905239791,0.5200739917008331,0.066198074143166,0.7974611220823029,0.6520861802517476,0.3142231534879108,0.3185517423649052,0.3551087560775873,0.2760683968949287,0.8526034441467055,0.6668036910283291,0.4156851888476077,0.1397996354687906,0.653022993022883
155,tor_switch,t0,0.1521888388175445,0.9364251229945588,0.2843687435561423,0.9607381338886934,0.2649356852726521,0.9860669347158636,0.6664274881317833,0.2227154067411887,0.8902706331137171,0.5810777087498447,0.9080583620976788,0.476028980174645,0.5834665677893743,0.9536722376779976
155,switch,t1,0.2101357166620834,0.2903066270890164,0.6069505656196479,0.9119768277467388,0.5541561517949366,0.8534186707314011,0.677312453894395,0.8675892857856348,0.4671034174336171,0.7902305276576598,0.7544572055539931,0.1859088131139168,0.1512068742115226,0.3622410220786595
155,switch,t3,0.3520984939272392,0.9615923345218406,0.3374460256442307,0.627048158854109,0.7869865668464087,0.0586381405271001,0.9056042337703194,0.9416767636003184,0.3431165472240154,0.4552659612383175,0.2788093174718568,0.6523404975483166,0.9736287473183614,0.6409853809950243
155,cluster_switch,t0,0.662692649163847,0.895353122434699,0.5764619967062653,0.3865523970409553,0.683932270058741,0.7900447035879915,0.3534946141330632,0.921712716433367,0.1078751269639982,0.4536925612001664,0.2394637274811903,0.5833029088815638,0.9696030473308028,0.3913804679804653
155,cluster_switch,t0,0.3135818899512459,0.3095267409732409,0.418120461868415,0.2609248584261322,0.3434109183538909,0.4516528498582772,0.7542974155223889,0.4832385370903358,0.6739137680536754,0.8898724804319367,0.2273523067654774,0.0766779635344991,0.3696690818208586,0.6767493469418508
155,tor_switch,t0,0.3214831832243348,0.5887076272028866,0.8317510878947442,0.2430418364994846,0.8326817537738517,0.9017624913807736,0.2986672636093562,0.1976937151230443,0.2374679253172816,0.1026937572558741,0.710142680940633,0.4734154152260874,0.9109721824599512,0.4653608823841051
141,tor_switch,t0,0.3050177818589566,0.629116518095562,0.9417135556267276,0.8761403798690294,0.9980337179333088,0.6439274488041448,0.2353525429169611,0.6906017287069443,0.2273526609369367,0.150720528008754,0.4847580368283747,0.1576748919150854,0.1701975255995262,0.6994904442390565
141,cluster_switch,t0,0.9315483205853724,0.184786387462603,0.145705146338645,0.986382651202276,0.932030701275234,0.8020487772473311,0.9647652218874496,0.7934990352947177,0.3670752405547435,0.8085018553715654,0.8310496922763211,0.3962888673343909,0.0191007162909946,0.230445448857553
141,tor_switch,t0,0.1559299175991457,0.0927851154440836,0.5308478246217655,0.1221724096819515,0.6841676811502457,0.0534653182846592,0.2971071938093791,0.0626732889740455,0.3651269357463459,0.0332081552158054,0.5306483457160334,0.5851097439374754,0.7077877734906277,0.9396581652774296
141,switch,t1,0.0783708363827327,0.317800367245126,0.5744907179538878,0.6688177664068009,0.6733939378201574,0.3415800280578106,0.1636242361116925,0.0394077201462303,0.3992722839002511,0.9360945309031624,0.7664590544020791,0.9189957472131204,0.26685904656247,0.3538962748490502
141,switch,t1,0.1733298083180081,0.9958332171792404,0.8215208381905984,0.3301909299031379,0.1101539952904293,0.718412229557121,0.3040018515651711,0.5429432166794551,0.2973917186764644,0.7219157560314264,0.5687141744757624,0.1880492624161617,0.9478401453731372,0.5353252948255177
141,tor_switch,t0,0.181132744454912,0.2229965963912265,0.2574581702700478,0.3058120961287579,0.1689259868274257,0.7500365871971576,0.1844001298869167,0.2518886283271117,0.8817588941585384,0.8828372954832407,0.7054596156583871,0.1077248186743007,0.912241705512325,0.292975816545397
141,tor_switch,t0,0.4006191714585704,0.3492112890864918,0.4296311620076852,0.668335285566798,0.2151222926013206,0.4544052625163085,0.7927431522874981,0.1179661078479173,0.4161334926325363,0.3953122854308464,0.3727380251453619,0.0271496459591334,0.2290301018870327,0.196381498944698
141,cluster_switch,t1,0.9216345411300736,0.9830879506674992,0.7499589516479839,0.1108505453685777,0.5564772006011434,0.6316184205796257,0.4497837703696971,0.1425519873173881,0.8986899469602309,0.9163491558953284,0.5630623407706384,0.1639833652730538,0.6720162216725349,0.4115213235773994
141,tor_switch,t0,0.6691943863757329,0.9293480744439137,0.7264223038921676,0.9906668961613356,0.6726122883557966,0.4153816555466666,0.0714281044688583,0.1494518951117101,0.2798489856699888,0.8046194399434743,0.3329887542902005,0.6037378755166514,0.1050319385258836,0.0560042343903256
169,cluster_switch,t0,0.2896697515061291,0.333480737119869,0.7066429180013136,0.251478535345213,0.4683972774996309,0.9583854292265088,0.904191974747662,0.3113515304580184,0.9735966970065102,0.8603257068761747,0.1498653288291305,0.0900190497626238,0.375616208358984,0.3620107794528241
169,tor_switch,t0,0.3602450465696454,0.5819683979257718,0.8904393583875017,0.1941832559025034,0.7453856692148406,0.8691848390411111,0.3824857419411921,0.2789943110866872,0.6733389439346755,0.9136619840110668,0.2962050425522896,0.7075482519645642,0.1795700443546338,0.0559512975322697
169,tor_switch,t0,0.6534136887005096,0.2948420873103178,0.3733445328684426,0.2442322034996809,0.9809305105950622,0.7091761150915538,0.5827975182160072,0.4084773788086756,0.8261379537339175,0.2877987381931464,0.8397252003478682,0.5596232214881918,0.2103846923443978,0.8410765597819791
169,cluster_switch,t1,0.6426301176719084,0.7523483676305827,0.6975074038977893,0.8533632300108928,0.0244088999438064,0.1055573029713609,0.9614335102023164,0.2412216004174464,0.8419449279127508,0.0420669508647524,0.2626590856742669,0.8162037891738458,0.98552721129096,0.5515070618958525
169,cluster_switch,t1,0.8488779204525021,0.6477739744944736,0.4706324364089456,0.4397577610914115,0.4247969466629525,0.0568844864851952,0.4733706664037725,0.223318291722376,0.6647960533591802,0.3148688344778813,0.5083809584017364,0.5082376093131882,0.1635717460089185,0.1672759941166379
