IncidentId,EntityType,Tier,BadOSVersion_pers_1h,CPVPolicyFailure_pers_1h,DupManagementIP_pers_1h,GraphMissingMgmt_mv,HighInterfaceUtilT0T2_mv,HighInterfaceUtilT3WAN_mv,IBLinkErrorRecovery_pers_1h,IfOperStatus_pers_1h,InterfaceDownDuration_mv,LineCardDown_mv,MgmtInterfaceFlaps_mv,NGSDuplicateStaticIP_mv,NetscanPayloadPathsMultiple_pers_1h,PhynetInterfaceErrorsCountThreshold_mv,PhynetPktDiscards_mv,SONiCSNMPHighCPU_mv,ServerTorPktDiscards_mv,SnmpLoopbackReachability_pers_1h,SpanTreeErrors_mv,TempSNMP_pers_1h,TooManyT1sDown_mv,VoltageError_pers_1h
223,switch,t1,0.9332232160811956,0.6756552254228527,0.5156019255655641,0.4691979638101651,0.3433998604468272,0.3730537221644713,0.55967296684718,0.0772844151600293,0.4237573616687147,0.9943090489917088,0.8538179464968362,0.7899932173044528,0.3572149100383618,0.2902622615551805,0.2668395017999959,0.3515431956167092,0.8425498001723615,0.8978034589542676,0.8898781261233378,0.9948463088878688,0.4834248117685888,0.9561130600522884
223,cluster_switch,t0,0.1305216959065173,0.5958179679931552,0.1670127482998101,0.6734666494917281,0.1419984892520853,0.5496564827189072,0.932514506359829,0.0222756925365356,0.8112819201673459,0.751405448475505,0.0854288326421043,0.531058435194,0.5127323534306816,0.7973632772016688,0.5431638434881989,0.6805455654287377,0.0856870383297315,0.4446872271682828,0.37294093229858,0.8762425181855044,0.1739517676659716,0.9539303804927624
223,tor_switch,t0,0.5141409077490484,0.5165565862532475,0.9606671663489844,0.5851082578672091,0.8899505237004267,0.8010472668167606,0.9408623034964628,0.3260822269397022,0.5035191926829256,0.3362303678588996,0.1530859981682821,0.5228094246985484,0.1066736720917411,0.504872904034834,0.0357311156274376,0.6257833335360814,0.8876155944785518,0.8044045487359796,0.0704104426496105,0.2170445453229833,0.5997249087035968,0.2755175444133017
223,cluster_switch,t0,0.4994044259423592,0.7779954334704758,0.6926923757583403,0.3434559853808692,0.3532891470978883,0.3723410083183137,0.56195756587271,0.3224372036090527,0.9594520742693642,0.2024894010215688,0.1140770660001878,0.5880320476306062,0.8377595215952536,0.09254736376829,0.7551555015400238,0.4749480415663485,0.7647743956686612,0.4920512990515654,0.4122921592856271,0.0647493538594735,0.532553967334359,0.1240306753072569
223,switch,t0,0.9249025810564028,0.3903626262844335,0.3445000857807911,0.1148705153432462,0.6580532681574536,0.5294639319806506,0.4289338643358514,0.3002022505011867,0.4069939160197213,0.6915100613817508,0.9155325157965704,0.0243751616319121,0.9740097320507962,0.108258647924025,0.9862836616893548,0.6914690240853616,0.3672550490691945,0.3189118687375513,0.1008752201647051,0.9398418698894376,0.4784696818655729,0.8054888777448698
223,switch,t0,0.6977572836829068,0.1640409362107279,0.1657260549089122,0.9778469331397844,0.5649900666588004,0.435903055519485,0.0132573677068636,0.5110108801414301,0.6629632949779733,0.1196697424130986,0.416727237215112,0.883228588179061,0.5689690737210442,0.1084836519450779,0.244120542541912,0.957659901435952,0.6132566700018237,0.1590478812149474,0.274150754717126,0.1426317650319913,0.424977315377548,0.3097824194979142
223,tor_switch,t0,0.7715657624316381,0.3633584447454097,0.4673346204066154,0.7413455655990204,0.208441733599847,0.0104642778344804,0.1098870811994283,0.2935335718899177,0.0496331112776174,0.9651990130659136,0.8638700092049556,0.5027156353812803,0.9545740317519272,0.4048776453170486,0.5182001683494076,0.1729790915060801,0.6704682136034485,0.7526454773512543,0.9397067698162548,0.909297001480574,0.0056707155632147,0.2031364377820687
223,cluster_switch,t0,0.9151924581851554,0.9268881041493562,0.0062830678593269,0.2263436346878187,0.3089134657301637,0.4063752853240067,0.6078437076272662,0.4317070560480112,0.8316599959107103,0.0888160874076432,0.1527179952738129,0.5004072318320084,0.1295853685704433,0.3853669313168406,0.6723232169454586,0.8929205204460731,0.4919502488386943,0.9484654221824284,0.1439522160709537,0.0818869217084627,0.87958457982527,0.4885997211535519
223,tor_switch,t0,0.0608530056118353,0.5415057863368061,0.109896591277305,0.7021024568994508,0.8226897074663434,0.0871879537491282,0.2857005380359777,0.6792161105687188,0.7266871392615308,0.9851532503949566,0.7996042238778881,0.8040867548542864,0.4717620220499707,0.7369947894154028,0.5732281761023579,0.2710345284856732,0.6926671518964079,0.1165786791505667,0.4661029545290791,0.0415410008482144,0.3130719087772565,0.9998423175706298
237,cluster_switch,t1,0.7829075576947633,0.6105878517098411,0.8439303045654433,0.7965436466537488,0.2278001756177884,0.9100889290021312,0.023682357130019,0.6234334665732669,0.798453079359957,0.5542887688810433,0.6409432245326376,0.1776039235649291,0.4456228542133158,0.0092349080805845,0.0152267094472912,0.8452798821833877,0.8230050735689887,0.0703700105686307,0.5950146364924335,0.1223962303777087,0.1960321458577848,0.5512385425394382
237,switch,t2,0.3796795381979031,0.7892351579488456,0.3656174409170603,0.1869832325655804,0.5575809294627523,0.4481739291176262,0.7325343662490105,0.7245429583513172,0.4239174803616802,0.4432127556928689,0.6741048411601073,0.794082551082621,0.9715254537887524,0.0872465933938433,0.9503917800429756,0.5766023920806611,0.3997674634292032,0.2438385693984198,0.2043320592508085,0.5935231300999464,0.0641107936892397,0.1393847065011152
237,switch,t3,0.8080257117290834,0.8811375697920721,0.1712680405078812,0.472671728224612,0.9499768169473618,0.3230573632536115,0.7577379797090745,0.8147899148182295,0.4751521843904694,0.9378642040395514,0.814900145091039,0.8824374928017775,0.1213481549662922,0.5049360337089687,0.4296398293690993,0.2075762973976087,0.5114719847733794,0.8260386136826302,0.2658547426201253,0.969637721617786,0.329774497496838,0.1148377763428373
237,switch,t1,0.7872086904802774,0.3770940737579367,0.6108710341296232,0.94076190281301,0.9811565198059689,0.7145879071514679,0.442827411744252,0.9105644330117926,0.4470502627646948,0.2052144620902178,0.5340654827145662,0.5824002750688491,0.3697755054388603,0.8270735714404298,0.294234453676048,0.8434381484342385,0.1870935090357992,0.435531609016599,0.355931009502785,0.7077027128560447,0.1073534102703541,0.0875128904561314
