IncidentId,EntityType,Tier,GraphMissingUplink_mv,PhynetFCSErrors_mv,TacacsUnreachable_mv,ISISDown_mv,SSHReachability_pers_1h,Tier1TrafficOutlier_pers_1h,QCHardwareDrops_pers_1h,CPVPolicyFailure_pers_1h,BGPHoldTimer_mv,VoltageError_pers_1h,ProcessShutdown_pers_1h,BadOSVersion_pers_1h,DeviceReload_pers_1h,TempSNMP_pers_1h,PhynetInterfaceErrorsCountThreshold_pers_1h,IBUFMTimeDifference_pers_1h,FabricDegraded_mv,PingmeshPktLoss_pers_1h,SONiCSNMPHighMemory_mv,BGPFlap_pers_1h,SoftwareErrors_mv,ISISDown_pers_1h
223,switch,t1,0.4240300855265638,0.9404141452141492,0.5451824178404989,0.8825619671429483,0.5581360804053277,0.2524080174230162,0.4695095060318632,0.6756552254228527,0.3538530669897505,0.9561130600522884,0.2867371253609712,0.9332232160811956,0.4448155355148636,0.9948463088878688,0.097328475066358,0.8933397550353346,0.4712560860023389,0.9020866325517316,0.4992459121851966,0.4547943108943133,0.5667322442473878,0.9170542726209518
223,cluster_switch,t0,0.3813529435210921,0.7859963962365489,0.5007735736030691,0.0320631199925284,0.8741285636333638,0.4281706699710624,0.9362721529075708,0.5958179679931552,0.8207042034625539,0.9539303804927624,0.2887337115329834,0.1305216959065173,0.1726373311027608,0.8762425181855044,0.7141447219626085,0.1744213246807561,0.232570615587458,0.071178074777075,0.5740519489356934,0.465470770608663,0.9093614288780962,0.4555822072831583
223,tor_switch,t0,0.3189593650119262,0.1605446587878698,0.7780699842413443,0.905354576888,0.8459578569785431,0.1294909100479275,0.4494260870419345,0.5165565862532475,0.1996760079682707,0.2755175444133017,0.3557285228611717,0.5141409077490484,0.9123897162449696,0.2170445453229833,0.4923207806177937,0.1104417029589699,0.2470597918918451,0.9120619187889848,0.3663930930878494,0.2031118232164052,0.9978920381123272,0.2577402349491565
223,cluster_switch,t0,0.966832340174449,0.6421286427648815,0.2145907787676831,0.3415650759971376,0.7855194523982704,0.4433677251105137,0.3142105281768363,0.7779954334704758,0.8891956501476961,0.1240306753072569,0.2361746747927108,0.4994044259423592,0.0803376571026207,0.0647493538594735,0.9159037982630184,0.9753291883586592,0.0092719432549415,0.2528010120430148,0.784154009511148,0.2716863348868354,0.876026844123488,0.967348975873152
223,switch,t0,0.8867786624486543,0.0847714514609302,0.6494677651398406,0.0851000089967951,0.2128755391128004,0.1343384698083599,0.0228965588162611,0.3903626262844335,0.1316929637623564,0.8054888777448698,0.148712089638879,0.9249025810564028,0.5605242695244298,0.9398418698894376,0.7739169088578065,0.3002804084916578,0.052981178280359,0.7086074567058057,0.332721863064224,0.2393081912474977,0.870662734001063,0.4598511146712217
223,switch,t0,0.3289774190629202,0.007707039957354,0.4341645723953101,0.0416102084502276,0.0444008103802281,0.9733288038197806,0.1048634573166451,0.1640409362107279,0.6733406322611605,0.3097824194979142,0.7197672420216918,0.6977572836829068,0.3388670714655142,0.1426317650319913,0.2299469014234824,0.6091914003680889,0.1290884966850882,0.8971664315789426,0.4165847459701212,0.9291649346115778,0.0907196354782051,0.0216366326404578
223,tor_switch,t0,0.8519448564536674,0.0640944543960908,0.649845865186165,0.380744686472748,0.5211769417963401,0.9238905439878392,0.7778047247100982,0.3633584447454097,0.9969503944108098,0.2031364377820687,0.0030782647076168,0.7715657624316381,0.2981971971533409,0.909297001480574,0.7019050445040175,0.315130788161142,0.8424227237342928,0.9876761403549564,0.0556877641330199,0.6577615553077022,0.1589020027815285,0.6902834285697016
223,cluster_switch,t0,0.5388764490085635,0.8849279658988085,0.8034550179244317,0.9433042619417764,0.9577388422398674,0.4554421711680338,0.5509095068750859,0.9268881041493562,0.5189977526945071,0.4885997211535519,0.5065057405366916,0.9151924581851554,0.460331924541816,0.0818869217084627,0.2638165083946813,0.7011531847708313,0.2944419616030741,0.5263480379901557,0.3615774639932237,0.9919925901984964,0.8107908817055911,0.258483016134044
223,tor_switch,t0,0.0679096861342059,0.1126377100933184,0.5104661329858263,0.7636070042406369,0.0497406451935359,0.0854489212432789,0.3381105177970064,0.5415057863368061,0.2368062322085006,0.9998423175706298,0.8312878135827657,0.0608530056118353,0.8089621371951207,0.0415410008482144,0.9083471199029624,0.4053071249228435,0.2727827922169991,0.3454013894573258,0.6123953080519539,0.4592941603301456,0.4156974920332724,0.4414806801748938
237,cluster_switch,t1,0.338067949672737,0.5690850955283552,0.3836127636884384,0.1406489422949289,0.0941104190320167,0.7267283993498352,0.5298199455644639,0.6105878517098411,0.22122745906083,0.5512385425394382,0.6687116237424732,0.7829075576947633,0.3933192173288221,0.1223962303777087,0.3763413358676457,0.745902493639989,0.2155132585737655,0.901397870602788,0.687618773533625,0.1737679456235384,0.9959401035074684,0.2868950636340113
237,switch,t2,0.937052535137284,0.554822504703307,0.0172641579082239,0.966717902088056,0.064636850293592,0.8322879956931952,0.4676284876016391,0.7892351579488456,0.3355506219936538,0.1393847065011152,0.8381612769206097,0.3796795381979031,0.6189576658202856,0.5935231300999464,0.1461503391894725,0.251181791684399,0.2489779137022172,0.9173874853726206,0.8246516743566533,0.004676956591461,0.2259594136720751,0.101370723517804
237,switch,t3,0.2421793505028313,0.0827769117435397,0.9764365133553404,0.6876504041281196,0.0122477876903797,0.7462275214956816,0.5287802872927924,0.8811375697920721,0.7714866343943451,0.1148377763428373,0.8735891041123468,0.8080257117290834,0.705487138890708,0.969637721617786,0.0320209520652642,0.6780529068580652,0.7869488520797836,0.2208829181911648,0.3779870975697734,0.635705707058304,0.8597090136067895,0.3683977141450717
237,switch,t1,0.1391346456880633,0.9573901635284804,0.6637580737012543,0.5613216111154228,0.1572241605434999,0.7976390645414421,0.7974900206047286,0.3770940737579367,0.1778883181675227,0.0875128904561314,0.3342423704282206,0.7872086904802774,0.4063587400398621,0.7077027128560447,0.8645236599541841,0.5645115553237353,0.3477838394289698,0.5789119521124374,0.0876033587435536,0.5702041718515096,0.3939916512365143,0.8323418622607364
237,tor_switch,t0,0.2109746235665511,0.647873778350237,0.9427604095679696,0.2773148595241445,0.4721970534483078,0.4180782408151972,0.2749553280700235,0.1827671209771549,0.7870436935049133,0.163649344234075,0.9621182374258448,0.8818192141013099,0.3519926167176905,0.296927295929221,0.949882673800554,0.6248102766386434,0.4731010257045189,0.045055068417052,0.1430487985869255,0.4754808279877335,0.3357931527858186,0.82853399433844
237,cluster_switch,t1,0.374744525327953,0.1686511674806703,0.3056016435684039,0.9272609221310728,0.9994798004993865,0.3362622444776016,0.1542609076816563,0.2933102310977603,0.504392729953744,0.5073448981742222,0.5440472077400136,0.5111714300758674,0.0662382906960067,0.3766124261353031,0.9603326967912592,0.3665651955385856,0.7936436269075493,0.9101042980281756,0.1696695770826402,0.6752725500842184,0.6663041897157819,0.1124699019110732
