IncidentId,EntityType,Tier,HAIneligible_pers_1h,TemperatureErrors_mv,ISISDown_mv,BGPHoldTimer_pers_1h,SoftwareErrorsSev2_mv,JuniperSSGStateChange_mv,DefaultRouteMismatch_mv,HSRPStateChange_pers_1h,InterfaceUnsecured_pers_1h,VoltageError_pers_1h,SoftwareErrors_mv,MaxprefixExceeded_mv,IBUFMTimeDifference_mv,VoltageError_mv,DeviceDown_pers_1h,BadOSVersion_pers_1h,IBLinkErrorRecovery_mv,BGPHoldTimer_mv,PhynetInterfaceErrorsCountThreshold_pers_1h,PhynetFCSErrors_mv,PfcPauseFrames_mv,MultipleReboot_mv,ProcessShutdown_mv,VRRPStateChange_pers_1h,HardwareErrors_pers_1h,PhynetPktDiscards_pers_1h,FanFailure_mv,Hw3Drop_pers_1h,NetscanLinksMultiple_pers_1h
223,switch,t1,0.0171050032342614,0.0452940266306901,0.8825619671429483,0.3935191852050771,0.4942708480319457,0.2422629939579086,0.2643486509191494,0.3960271110250066,0.1590573479722824,0.9561130600522884,0.5667322442473878,0.5371239886459834,0.5716090912166122,0.799479386577309,0.7782615844020462,0.9332232160811956,0.1364494557249601,0.3538530669897505,0.097328475066358,0.9404141452141492,0.8452635262480166,0.969621401482738,0.4839506872701302,0.1012982432453903,0.4056465613111419,0.759515040685734,0.2352273011564092,0.8837849894932504,0.185598033194042
223,cluster_switch,t0,0.2395726060784654,0.0460263494899065,0.0320631199925284,0.9170645577013044,0.7167587564512007,0.9957095660787942,0.8205694667078973,0.5582638131311418,0.0592640322651989,0.9539303804927624,0.9093614288780962,0.9008371260321582,0.5722820381867093,0.3920005407414407,0.6107437271225616,0.1305216959065173,0.7512878393242357,0.8207042034625539,0.7141447219626085,0.7859963962365489,0.8914093952462369,0.2699350710052126,0.9652586601891652,0.7252479461756253,0.5609859022732884,0.998224264370578,0.1321899418167972,0.3438384411898942,0.5606769135511632
223,tor_switch,t0,0.0231788069635728,0.7624646408949514,0.905354576888,0.4719530211786195,0.1731955720487172,0.7241025519653205,0.1883773184081337,0.4606248871977669,0.0296216449632787,0.2755175444133017,0.9978920381123272,0.7202968724062577,0.1262801732099888,0.0722755712842115,0.6010607935928218,0.5141409077490484,0.1599575404115619,0.1996760079682707,0.4923207806177937,0.1605446587878698,0.1136176469568973,0.7453422206144827,0.5900724349403271,0.2485161168805614,0.2774264708702272,0.08899906145717,0.9224398052226552,0.9099470425589512,0.0967202105867809
223,cluster_switch,t0,0.040136391861724,0.3440658372855859,0.3415650759971376,0.3454411306889507,0.0466622784632406,0.3217110345627094,0.5857509158238315,0.7391830283193211,0.89397003596232,0.1240306753072569,0.876026844123488,0.0735965697827941,0.0131021866083849,0.0478699979743114,0.511622615560981,0.4994044259423592,0.0358256151788336,0.8891956501476961,0.9159037982630184,0.6421286427648815,0.1235958863404215,0.7608170362848958,0.0949428331510379,0.244087169045073,0.5105958078606725,0.418327925144596,0.2528881277439753,0.8946847615282669,0.9159085368783108
223,switch,t0,0.3373708405945647,0.8930844868990944,0.0851000089967951,0.5203730082305319,0.2673748132839122,0.1950239390440591,0.9597197721721288,0.4979960123186866,0.3910977682437206,0.8054888777448698,0.870662734001063,0.0142782938912815,0.7549605932719003,0.4297019255555696,0.9125794858384706,0.9249025810564028,0.4770674621916086,0.1316929637623564,0.7739169088578065,0.0847714514609302,0.1976200978820067,0.1078639979030601,0.4826759880887835,0.5925462524026386,0.6033721938855587,0.956922079648503,0.9633387779375948,0.0328883189752987,0.327040517148065
223,switch,t0,0.398564524004585,0.4050897957815594,0.0416102084502276,0.0867215060627246,0.0171851601278261,0.8203722460712434,0.0832740288982595,0.5724669145617253,0.6577568940448184,0.3097824194979142,0.0907196354782051,0.6742889855525267,0.8579987393543748,0.8684059262684093,0.9511095650078571,0.6977572836829068,0.5585377336895029,0.6733406322611605,0.2299469014234824,0.007707039957354,0.0675913167911439,0.9185149668657722,0.0965566213086823,0.7021993661384095,0.2409535491197214,0.592104986070563,0.5912310346343381,0.1776228752936721,0.3236106610884172
223,tor_switch,t0,0.2403832631695055,0.9772533352344492,0.380744686472748,0.8040265003340028,0.0174947859016988,0.6131265211872067,0.2119031795587603,0.0810089711390266,0.839276719796976,0.2031364377820687,0.1589020027815285,0.4070936117955728,0.0753218561351485,0.0450518262390814,0.2168394006025286,0.7715657624316381,0.4955973562159359,0.9969503944108098,0.7019050445040175,0.0640944543960908,0.1420658105111217,0.2470074908179892,0.0577034770623208,0.5616435449847197,0.7234801492249064,0.1312152623749035,0.3301444042408636,0.4699301197256031,0.664252221878713
223,cluster_switch,t0,0.6938827573799642,0.6631530303574372,0.9433042619417764,0.8648078292006343,0.1373287698794054,0.789404321455374,0.4002161995709729,0.5024309601902036,0.2235829451342897,0.4885997211535519,0.8107908817055911,0.0530159270965251,0.6007251675161768,0.13933717805834,0.5526274256025596,0.9151924581851554,0.3171275746269414,0.5189977526945071,0.2638165083946813,0.8849279658988085,0.9218223493080234,0.6816301054745206,0.5127277670307334,0.0303268323629072,0.5756195932081756,0.2259621546346422,0.2719953596568165,0.9522929205022987,0.9095232840189028
223,tor_switch,t0,0.1335967046466851,0.2827564217466962,0.7636070042406369,0.0620664422112429,0.5498977558409105,0.0720962244409543,0.3947184291438312,0.6910099067421562,0.8473157116483676,0.9998423175706298,0.4156974920332724,0.6705253501228875,0.8536973757641179,0.579496593341577,0.3261284613049424,0.0608530056118353,0.0395587033300031,0.2368062322085006,0.9083471199029624,0.1126377100933184,0.7663496494915684,0.1202021573195724,0.2438280459800462,0.0808489382143787,0.3042252328025295,0.0067546962150493,0.2570230899051229,0.0802833490219823,0.4389722396549548
237,cluster_switch,t1,0.7170816031962604,0.5655790419650012,0.1406489422949289,0.2919160527115788,0.8969519398279233,0.678529391506609,0.8946091272785793,0.2506862901807185,0.954819621107872,0.5512385425394382,0.9959401035074684,0.3501494816432851,0.7346445731756526,0.5288093597780499,0.0864401120374321,0.7829075576947633,0.3258444812640239,0.22122745906083,0.3763413358676457,0.5690850955283552,0.337917378261426,0.8950777352402655,0.5886926700417402,0.3344335427900344,0.0583690032323903,0.423552577493559,0.930140694983874,0.0394947224672505,0.4947754334918195
