IncidentId,EntityType,Tier,SoftwareErrors_mv,DefaultRouteMismatch_mv,GraphMissingSerialConsole_mv,DupManagementIP_mv,NGSvsMSAssetName_mv,VoltageError_mv,BadOSVersion_pers_1h,HAFailover_pers_1h,NetscanBadDevice_pers_1h,HighInterfaceLinkUtilization_pers_1h,JuniperSSGStateChange_mv,IBLinkErrorRecovery_mv,TempSNMP_mv,HSRPStateChange_pers_1h
223,switch,t1,0.5667322442473878,0.2643486509191494,0.8181477659140083,0.6902737391712584,0.930471102101158,0.799479386577309,0.9332232160811956,0.0978511155002195,0.0537280789222993,0.2445464721277823,0.2422629939579086,0.1364494557249601,0.8376791955709434,0.3960271110250066
223,cluster_switch,t0,0.9093614288780962,0.8205694667078973,0.640978137614097,0.6134915517896713,0.4084101767382704,0.3920005407414407,0.1305216959065173,0.1479066134461765,0.227320763234342,0.2924423088232418,0.9957095660787942,0.7512878393242357,0.13980842740673,0.5582638131311418
223,tor_switch,t0,0.9978920381123272,0.1883773184081337,0.0120500989590226,0.9012378916366868,0.7991148888423776,0.0722755712842115,0.5141409077490484,0.7551670414861976,0.0947667867066355,0.9867119216579804,0.7241025519653205,0.1599575404115619,0.4271832513314137,0.4606248871977669
223,cluster_switch,t0,0.876026844123488,0.5857509158238315,0.2003996663284913,0.5187122804797434,0.9333677072982454,0.0478699979743114,0.4994044259423592,0.7051709014831127,0.1340323163587901,0.4457283958874203,0.3217110345627094,0.0358256151788336,0.5752203242945578,0.7391830283193211
223,switch,t0,0.870662734001063,0.9597197721721288,0.2949927867926238,0.1990732553944538,0.9959179000190628,0.4297019255555696,0.9249025810564028,0.1938871610156342,0.7082499298410095,0.0990402686273292,0.1950239390440591,0.4770674621916086,0.6378367934936963,0.4979960123186866
223,switch,t0,0.0907196354782051,0.0832740288982595,0.7140664262762157,0.9992622792244938,0.4390583515287347,0.8684059262684093,0.6977572836829068,0.7196522610115006,0.0659299374630366,0.8145901110957982,0.8203722460712434,0.5585377336895029,0.5071786916135318,0.5724669145617253
223,tor_switch,t0,0.1589020027815285,0.2119031795587603,0.7098308809775044,0.9768695094915336,0.7569441784819716,0.0450518262390814,0.7715657624316381,0.4802925520551525,0.1482206412546783,0.7234630665509124,0.6131265211872067,0.4955973562159359,0.6522190735335686,0.0810089711390266
223,cluster_switch,t0,0.8107908817055911,0.4002161995709729,0.1011019356585696,0.8234586104938415,0.1117387198245599,0.13933717805834,0.9151924581851554,0.4818420759883277,0.2317268803204888,0.3290366338530881,0.789404321455374,0.3171275746269414,0.9657053434156102,0.5024309601902036
223,tor_switch,t0,0.4156974920332724,0.3947184291438312,0.8859153841593571,0.1758226737099273,0.5188393936217304,0.579496593341577,0.0608530056118353,0.7448743296984124,0.193009375623104,0.8988211561132892,0.0720962244409543,0.0395587033300031,0.9320418854386422,0.6910099067421562
237,cluster_switch,t1,0.9959401035074684,0.8946091272785793,0.0986403701559257,0.9552581849368216,0.8361208014305851,0.5288093597780499,0.7829075576947633,0.8054358438984104,0.0773946606756568,0.9340838424828194,0.678529391506609,0.3258444812640239,0.9932438412469934,0.2506862901807185
237,switch,t2,0.2259594136720751,0.7720601787868772,0.7735797156234236,0.1858310058284306,0.3481264134792654,0.5196475280846171,0.3796795381979031,0.5071153728481295,0.8264041914364286,0.830774073770786,0.1123131254939444,0.9580426760933798,0.0822165145531733,0.0034878756353349
237,switch,t3,0.8597090136067895,0.1405484489372735,0.0698884303196465,0.0115454200733644,0.5544490524093924,0.2648934505292903,0.8080257117290834,0.2223467709407509,0.9270674920369968,0.3590704040598226,0.0318487686062816,0.8641550545017279,0.7064069797692544,0.8782577169957422
237,switch,t1,0.3939916512365143,0.5825801680122947,0.0358224773279548,0.909069384233436,0.8505958260987347,0.758652845761999,0.7872086904802774,0.1122093850001163,0.318727129973207,0.0225403236940835,0.071354443448538,0.1371776235826319,0.7189844484507492,0.3364398190980735
237,tor_switch,t0,0.3357931527858186,0.9456209522756162,0.0145049992377165,0.5042656751815938,0.125851217361094,0.4204008336697443,0.8818192141013099,0.5324320659143627,0.846205206585532,0.0134924755299876,0.6795678781218334,0.9640955673857676,0.648037157510967,0.1766837236425378
237,cluster_switch,t1,0.6663041897157819,0.2559140017322805,0.550572932618619,0.3538688683769171,0.754107747161568,0.8996306142186823,0.5111714300758674,0.9777817343744404,0.3242928030559208,0.7956835296465771,0.1823337040616837,0.2481473522508912,0.1328157002454337,0.0352393788125517
237,switch,t0,0.1265874905590048,0.6540039611867318,0.5080971086840962,0.4500162627682518,0.1085013851012735,0.064217583832939,0.8118875752824347,0.6350567244648194,0.7659414105471208,0.4994767414743327,0.9454583298846744,0.8692311846394489,0.4616195335725591,0.361953456771934
155,switch,t2,0.0036664371586099,0.0486308192487627,0.0371733791102165,0.4676373787330908,0.8128356786706348,0.328632467111608,0.1397996354687906,0.6799957134450725,0.0032927687971127,0.7676757058674725,0.7776389352951187,0.8575384842344025,0.9144666663445322,0.0170423816721201
155,tor_switch,t0,0.7461243813088894,0.3735608912463308,0.8100165833781998,0.0693510755264295,0.3519625787121344,0.0035441653952972,0.5834665677893743,0.8067479601509682,0.272660641064214,0.7029354095258634,0.6758434174225333,0.442311187495887,0.772500150263534,0.8767230476483456
155,switch,t1,0.7538169700874968,0.3254792852862157,0.1054995182926835,0.3546686306097595,0.8748431145585238,0.6476329571099337,0.1512068742115226,0.6959135262429266,0.3073309432569119,0.1565651866285695,0.793842338628789,0.5590954594265363,0.0515946705633943,0.8478250182224291
155,switch,t3,0.4605686668728566,0.9379480723584408,0.4638197381347505,0.9932521500756888,0.1509023980479236,0.7748085557677911,0.9736287473183614,0.2773057673157001,0.2384084766597721,0.1540830454962911,0.0671220967667343,0.8971196247262025,0.1176589607435508,0.4752584107156077
155,cluster_switch,t0,0.8737359912552356,0.9688777769155796,0.9268943605667516,0.2953140943356727,0.1426031230272985,0.9399667770374224,0.9696030473308028,0.114091464894972,0.1360472162907162,0.690776872800692,0.2955966821340103,0.8017475836852801,0.4878419263989043,0.0590584771451571
155,cluster_switch,t0,0.1025394457929795,0.798974055445006,0.653241235941613,0.1932351352970641,0.9656379227539148,0.572118913195131,0.3696690818208586,0.0511322023705047,0.906549536458556,0.1035410024895308,0.3351603508616491,0.0579674531435115,0.2575986360233889,0.9841317094486548
155,tor_switch,t0,0.1527592285319043,0.070209502232087,0.8900367596202824,0.4156919035002165,0.1612321027174519,0.0280212868766571,0.9109721824599512,0.2047271570762558,0.9291780347416048,0.4212402905079051,0.0477225225898397,0.7974484327517832,0.8439091009791145,0.9841707726542068
141,tor_switch,t0,0.6668688708758594,0.9588096783606602,0.8451416506222216,0.3472690361556197,0.1724760013567807,0.53978170300535,0.1701975255995262,0.7038787857669833,0.8573276287776603,0.6723829230634932,0.7552179684268963,0.9891971223424476,0.2819736628478503,0.2010985762855511
141,cluster_switch,t0,0.9254407883549152,0.4621576722736739,0.0720471234263258,0.9465751628614228,0.0749360809167992,0.0252969449185763,0.0191007162909946,0.5227160854811699,0.1183280228762403,0.1253180382313213,0.9861338203805312,0.936349041965333,0.933312457805088,0.0885220570993023
141,tor_switch,t0,0.6636130772478287,0.9745196928318484,0.7882816742933714,0.2720694786913826,0.1213827595997356,0.168212826012869,0.7077877734906277,0.8265805688050917,0.2614528400046517,0.260664023397411,0.0988460637426227,0.0067304830796606,0.9518210546751326,0.2479683096282223
141,switch,t1,0.2578275268226623,0.328094849120472,0.4417434830249237,0.3532915471739559,0.2563828251201006,0.3303335818382262,0.26685904656247,0.1807253098793668,0.6443567433408446,0.9604948586163587,0.9692873837391264,0.9606431185104306,0.153582956859806,0.1102430326234553
141,switch,t1,0.4198829609625727,0.7626476993646413,0.5380069260046089,0.2160211994576525,0.0516103697405063,0.935496960318842,0.9478401453731372,0.4925547835947187,0.202505753910108,0.9508770141660516,0.2985850082750634,0.792245703618234,0.0426744199258822,0.1398562549190736
141,tor_switch,t0,0.9306558437494652,0.6337307767669698,0.5807565466416927,0.0211827553293042,0.9887993936366788,0.1107758251494066,0.912241705512325,0.7220484616034725,0.2605816804408796,0.2792505922698978,0.7815510612318495,0.2972362458252119,0.937844268842148,0.497465417545333
141,tor_switch,t0,0.3589203291253064,0.7870830508695265,0.2519708141628183,0.9709332370767568,0.4877799725197397,0.9172457787489592,0.2290301018870327,0.0664637142461168,0.9117372778792724,0.5560519839377199,0.2058899118234591,0.084115249664973,0.3810292429130026,0.0491471228647472
141,cluster_switch,t1,0.0906666172118487,0.0019110083380937,0.769346182502649,0.155930163897085,0.773381792709456,0.9861018283647784,0.6720162216725349,0.9743487420108476,0.7366199955030563,0.2857205191011878,0.5879340362952117,0.4368439437355081,0.7743465896298541,0.7541402860236458
141,tor_switch,t0,0.2629924057571222,0.2812251656406414,0.8371680506853564,0.2280583278729597,0.8423131424358339,0.9377512413330612,0.1050319385258836,0.1136903811427009,0.7724573156337865,0.0320148936016343,0.0719474141838342,0.5107079214991437,0.6635072848045085,0.048577981899762
169,cluster_switch,t0,0.0180948609574476,0.9820479145053878,0.4593072159526691,0.3875691014229009,0.2739367643127133,0.1306925427174432,0.375616208358984,0.0026242933436484,0.3838427578808111,0.1550991703654787,0.4385121265179936,0.7611910908889424,0.7397350359331671,0.5343914408836963
169,tor_switch,t0,0.1208974100654484,0.7721054354459176,0.2476679574657602,0.0700076933235378,0.6126003271309574,0.9071633783065634,0.1795700443546338,0.0334841163959378,0.9310302250296154,0.5903503500533621,0.0695911381929778,0.927609950903003,0.328706967456724,0.1017298047828507
169,tor_switch,t0,0.0882214994569841,0.1288427895481546,0.9770318959104202,0.7225254038862451,0.0129994229828707,0.9902568831504605,0.2103846923443978,0.157466052946212,0.6781149454020714,0.6867696377053055,0.6553470107879277,0.0495292789280077,0.3079425534660214,0.9883943212034848
169,cluster_switch,t1,0.2309474643782444,0.1519346029730959,0.1057094409414841,0.4584069261612029,0.52537046877041,0.6706270705107124,0.98552721129096,0.9507896473655544,0.2886643885780446,0.9665459770991356,0.1578757820716043,0.6912822975236119,0.1787881642876525,0.3379192303739197
