,IncidentId,EntityType,Tier,NGSvsMSAssetSN_pers_1h,NGSvsMSAssetName_pers_1h,GraphMissingMgmt_pers_1h,BGPFlap_pers_1h,PhynetInterfaceErrorsCountThreshold_pers_1h,NGSvsLLDPWAN_pers_1h,GraphMissingSerialConsole_mv,IBLinkErrorRecovery_mv,InterfaceUnsecured_pers_1h,InterfaceDownDuration_pers_1h,PhynetFCSErrors_mv,TCAMAboveThr_mv,NtpError_pers_1h,IBLinkDown_pers_1h,CpuSyslogErrors_pers_1h,DupDeviceName_mv,NetscanPktLoss_mv,VoltageError_mv,SONiCErrors_mv,SnmpCpu_mv,OSPFDown_pers_1h
0,223,cluster_switch,t1,0.3623322538483818,0.9919811448158798,0.0252993174707636,0.465470770608663,0.7141447219626085,0.5386531388733361,0.640978137614097,,,,,,,,,,,,,,
1,223,cluster_switch,t0,0.2366538516135135,0.8696044504223305,0.9794229199608224,0.2716863348868354,0.9159037982630184,0.3864081179478201,0.2003996663284913,,,,,,,,,,,,,,
2,223,cluster_switch,t1,0.337141847778395,0.4614633036256622,0.5903439803925853,0.9919925901984964,0.2638165083946813,0.4119543469814938,0.1011019356585696,,,,,,,,,,,,,,
3,237,cluster_switch,t0,0.7391003718222697,0.8063668456071548,0.3559841204113437,0.1737679456235384,0.3763413358676457,0.9889526440085292,0.0986403701559257,,,,,,,,,,,,,,
4,237,cluster_switch,t0,0.9698584044044488,0.4347296587470509,0.6582831200542537,0.6752725500842184,0.9603326967912592,0.9143086745613956,0.550572932618619,,,,,,,,,,,,,,
5,155,cluster_switch,t0,0.3953563912001655,0.4053145218013777,0.9863706386582272,0.4319880553970987,0.0021316126306611,0.903246623565568,0.9268943605667516,,,,,,,,,,,,,,
6,155,cluster_switch,t1,0.7348237195094399,0.5974404656597604,0.7436508927438841,0.5956472026340113,0.6299742312283536,0.184388046697759,0.653241235941613,,,,,,,,,,,,,,
7,141,cluster_switch,t1,0.2806555565688625,0.3144933118778914,0.5247260378497808,0.8798618676568374,0.7504436653175732,0.6266476015562849,0.0720471234263258,,,,,,,,,,,,,,
8,141,cluster_switch,t0,0.6609087742654834,0.9075090053101325,0.1374227363366251,0.83708164101394,0.2432549293730084,0.3532194165219905,0.769346182502649,,,,,,,,,,,,,,
9,169,cluster_switch,t1,0.983817128048699,0.055018546112288,0.0800593309253872,0.3596231243568322,0.9659207714900188,0.228916281966115,0.4593072159526691,,,,,,,,,,,,,,
10,169,cluster_switch,t0,0.4840398746845794,0.2458980762853456,0.2845796501165136,0.0533770040349627,0.7541057439720686,0.7818020577797169,0.1057094409414841,,,,,,,,,,,,,,
11,169,cluster_switch,t0,0.8617629105479974,0.3627205927708998,0.3728781992196603,0.1423547990562083,0.1360100264795959,0.4316072685907818,0.0159651440646662,,,,,,,,,,,,,,
12,223,switch,t0,,,,,,,,0.1364494557249601,0.1590573479722824,0.8743852201655979,0.9404141452141492,0.7490473573055013,0.0808074492139594,0.6079917441177899,,,,,,,
13,223,switch,t1,,,,,,,,0.4770674621916086,0.3910977682437206,0.7276199431179586,0.0847714514609302,0.7910589311247923,0.5972842863550364,0.5536067520489003,,,,,,,
14,223,switch,t1,,,,,,,,0.5585377336895029,0.6577568940448184,0.6276099508569278,0.007707039957354,0.8634702498075749,0.8954166189124068,0.0809964695716555,,,,,,,
15,237,switch,t0,,,,,,,,0.9580426760933798,0.2550791337760222,0.2451622483261931,0.554822504703307,0.0589323694578105,0.6365081747927616,0.7831841966952453,,,,,,,
16,237,switch,t1,,,,,,,,0.8641550545017279,0.7741505564543822,0.0897443152473269,0.0827769117435397,0.7009780571812936,0.758695227728694,0.529972057656194,,,,,,,
17,237,switch,t0,,,,,,,,0.1371776235826319,0.4981087855371496,0.6674667338552029,0.9573901635284804,0.4568419324583075,0.9879423926592078,0.9393970775714324,,,,,,,
18,237,switch,t2,,,,,,,,0.8692311846394489,0.1590595242427759,0.0992775469846287,0.7370539749242564,0.5931632107812955,0.8003280208262679,0.7362531770275276,,,,,,,
19,155,switch,t0,,,,,,,,0.8575384842344025,0.3234722213175733,0.5703181157377054,0.200867937846161,0.9614992838959394,0.9509007079735234,0.2074660757969437,,,,,,,
20,155,switch,t2,,,,,,,,0.5590954594265363,0.8855818712907053,0.5066423330214409,0.9194794681404403,0.1363271169032587,0.0561618608796959,0.1330988522151319,,,,,,,
21,155,switch,t0,,,,,,,,0.8971196247262025,0.3880884703796523,0.9550435473367166,0.2983586985544403,0.2331862554503311,0.9354034790196006,0.7111002828898562,,,,,,,
22,141,switch,t0,,,,,,,,0.9606431185104306,0.4413488576909383,0.5963589908361645,0.563924632139577,0.8381230861545076,0.3228806708180974,0.9895253945957642,,,,,,,
23,141,switch,t0,,,,,,,,0.792245703618234,0.2788186744675789,0.6873495417557871,0.7239919648834805,0.3955892261984611,0.1754813672745216,0.9177961795468896,,,,,,,
24,223,tor_switch,t0,,,,,,,,,,,,,,,0.3854230947667187,0.9879710096287488,0.6648707473777886,0.0722755712842115,0.748543918979553,0.3714159531376163,0.3766319689755054
25,223,tor_switch,t0,,,,,,,,,,,,,,,0.8241591120266826,0.5541133816543662,0.3331036854580355,0.0450518262390814,0.907573660109709,0.519075605120922,0.2405239549748868
26,223,tor_switch,t0,,,,,,,,,,,,,,,0.4330078309442745,0.1861349060367583,0.7380562420862202,0.579496593341577,0.8645110253580682,0.6491197577073297,0.7065601310075604
27,237,tor_switch,t0,,,,,,,,,,,,,,,0.8804055582901877,0.9312229463772131,0.5560685669814012,0.4204008336697443,0.8542811095425569,0.7521684206760632,0.6909593061985377
28,155,tor_switch,t0,,,,,,,,,,,,,,,0.5669043465134198,0.6091504533066119,0.6541850810578542,0.0035441653952972,0.1756756289264005,0.4575732608143817,0.3774361687699759
29,155,tor_switch,t0,,,,,,,,,,,,,,,0.2144067536016949,0.4963488568604984,0.7671452024074717,0.0280212868766571,0.7120283127967433,0.9970191849810056,0.757345421779866
30,141,tor_switch,t0,,,,,,,,,,,,,,,0.937562226262912,0.8806792554590975,0.5916378876327575,0.53978170300535,0.0698675699839267,0.370043119282063,0.6723919486274146
31,141,tor_switch,t0,,,,,,,,,,,,,,,0.4437783532417076,0.1445280232621968,0.0646786379797049,0.168212826012869,0.0264207415924357,0.5476632919324652,0.3684476398350313
32,141,tor_switch,t0,,,,,,,,,,,,,,,0.5963800065199049,0.8798687457442176,0.9119328435562064,0.1107758251494066,0.058660159354465,0.0661392340169909,0.3460005672540434
33,141,tor_switch,t0,,,,,,,,,,,,,,,0.255354676243483,0.9011920430931792,0.0976587905009734,0.9172457787489592,0.2569738292014933,0.9700004577763522,0.6099786828023028
34,141,tor_switch,t0,,,,,,,,,,,,,,,0.6659471677817036,0.3637662851519352,0.8558567095244622,0.9377512413330612,0.3245176631689189,0.975230011823672,0.3657975777923504
35,169,tor_switch,t0,,,,,,,,,,,,,,,0.8093888549308701,0.717001783108752,0.4885733664164872,0.9071633783065634,0.4497344024807514,0.4198241525413133,0.3174937382444677
36,169,tor_switch,t0,,,,,,,,,,,,,,,0.3520957833133568,0.5838164646327719,0.6965400710568076,0.9902568831504605,0.6248564849031532,0.5161070488009187,0.5391173645905358
