,IncidentId,EntityType,Tier,VoltageError_mv,HAIneligible_pers_1h,TooManyT1sDown_mv,BadOSVersion_pers_1h,HSRPStateChange_pers_1h,HAFailover_pers_1h,HighInterfaceLinkUtilization_pers_1h,BGPGlobalShutDown_mv,GraphMissingSerialConsole_mv,DefaultRouteMismatch_mv,IBLinkErrorRecovery_mv,InterfaceDownDuration_mv,PhynetPktDiscards_pers_1h,PfcPauseFrames_pers_1h,ServerTorFCSErrors_pers_1h,VoltageError_pers_1h,FabricDegraded_pers_1h,JuniperSSGStateChange_mv,DupManagementIP_mv,BGPDown_pers_1h
0,223,switch,t0,0.799479386577309,0.0171050032342614,0.4834248117685888,0.9332232160811956,0.3960271110250066,0.0978511155002195,0.2445464721277823,0.6631369199475088,0.8181477659140083,0.2643486509191494,0.1364494557249601,0.4237573616687147,0.759515040685734,0.3471870948894383,0.8943384696466945,0.9561130600522884,,,,
1,223,tor_switch,t0,0.0722755712842115,0.0231788069635728,0.5997249087035968,0.5141409077490484,0.4606248871977669,0.7551670414861976,0.9867119216579804,0.6561836687297691,0.0120500989590226,0.1883773184081337,0.1599575404115619,0.5035191926829256,0.08899906145717,0.0493240111315147,0.9911506035225072,0.2755175444133017,,,,
2,223,cluster_switch,t0,0.0478699979743114,0.040136391861724,0.532553967334359,0.4994044259423592,0.7391830283193211,0.7051709014831127,0.4457283958874203,0.9797786718578144,0.2003996663284913,0.5857509158238315,0.0358256151788336,0.9594520742693642,0.418327925144596,0.5658285818335165,0.36793218160492,0.1240306753072569,,,,
3,223,tor_switch,t0,0.0450518262390814,0.2403832631695055,0.0056707155632147,0.7715657624316381,0.0810089711390266,0.4802925520551525,0.7234630665509124,0.145048525906673,0.7098308809775044,0.2119031795587603,0.4955973562159359,0.0496331112776174,0.1312152623749035,0.0645790279947663,0.4836575874806722,0.2031364377820687,,,,
4,223,tor_switch,t0,0.579496593341577,0.1335967046466851,0.3130719087772565,0.0608530056118353,0.6910099067421562,0.7448743296984124,0.8988211561132892,0.9248838392683448,0.8859153841593571,0.3947184291438312,0.0395587033300031,0.7266871392615308,0.0067546962150493,0.0297988220313571,0.8763111381634909,0.9998423175706298,,,,
5,237,cluster_switch,t0,0.5288093597780499,0.7170816031962604,0.1960321458577848,0.7829075576947633,0.2506862901807185,0.8054358438984104,0.9340838424828194,0.5922927010841906,0.0986403701559257,0.8946091272785793,0.3258444812640239,0.798453079359957,0.423552577493559,0.8501122701287418,0.5633795352888432,0.5512385425394382,,,,
6,237,switch,t0,0.5196475280846171,0.0658582230998204,0.0641107936892397,0.3796795381979031,0.0034878756353349,0.5071153728481295,0.830774073770786,0.1377219936639578,0.7735797156234236,0.7720601787868772,0.9580426760933798,0.4239174803616802,0.0155129881893969,0.3267161350115873,0.7089473753519113,0.1393847065011152,,,,
7,237,switch,t0,0.758652845761999,0.0934285938757502,0.1073534102703541,0.7872086904802774,0.3364398190980735,0.1122093850001163,0.0225403236940835,0.9429052409794098,0.0358224773279548,0.5825801680122947,0.1371776235826319,0.4470502627646948,0.7758287944661625,0.0351013084161129,0.979206336080194,0.0875128904561314,,,,
8,237,tor_switch,t0,0.4204008336697443,0.0930421716756734,0.8943898715424039,0.8818192141013099,0.1766837236425378,0.5324320659143627,0.0134924755299876,0.2177002348135396,0.0145049992377165,0.9456209522756162,0.9640955673857676,0.9306214709294868,0.8839858741746887,0.7704950632382154,0.0435460056890015,0.163649344234075,,,,
9,237,cluster_switch,t0,0.8996306142186823,0.0551621169745092,0.3475819138254492,0.5111714300758674,0.0352393788125517,0.9777817343744404,0.7956835296465771,0.1956091786432829,0.550572932618619,0.2559140017322805,0.2481473522508912,0.9150780569172232,0.5491719671064331,0.8386854587243794,0.6434421919687673,0.5073448981742222,,,,
10,155,switch,t0,0.328632467111608,0.0505704479630539,0.0635461113101429,0.1397996354687906,0.0170423816721201,0.6799957134450725,0.7676757058674725,0.476235868067186,0.0371733791102165,0.0486308192487627,0.8575384842344025,0.1206274482747719,0.6350514250169621,0.3957424028131199,0.0338101104432937,0.9286148342014549,,,,
11,155,tor_switch,t0,0.0035441653952972,0.9577292450723488,0.9927504398171048,0.5834665677893743,0.8767230476483456,0.8067479601509682,0.7029354095258634,0.1897438241133462,0.8100165833781998,0.3735608912463308,0.442311187495887,0.8052957414903456,0.0354032469304902,0.012492902571329,0.6229012476685019,0.1962535767788394,,,,
12,155,switch,t0,0.7748085557677911,0.6164142032386488,0.9470961070506468,0.9736287473183614,0.4752584107156077,0.2773057673157001,0.1540830454962911,0.2215511085848532,0.4638197381347505,0.9379480723584408,0.8971196247262025,0.9219650963368362,0.5558662922225576,0.8491774604305674,0.2204925374332929,0.0643804687340832,,,,
13,155,cluster_switch,t0,0.9399667770374224,0.981309289219288,0.0935289261448376,0.9696030473308028,0.0590584771451571,0.114091464894972,0.690776872800692,0.0884086920762086,0.9268943605667516,0.9688777769155796,0.8017475836852801,0.4057950051856008,0.3239672165984749,0.0770627221186671,0.997389639578436,0.0608672323558117,,,,
14,155,tor_switch,t0,0.0280212868766571,0.4152476764193452,0.9546077523180172,0.9109721824599512,0.9841707726542068,0.2047271570762558,0.4212402905079051,0.3157395688492487,0.8900367596202824,0.070209502232087,0.7974484327517832,0.3907953922108693,0.0671131856170818,0.6200211749837966,0.8646278682580891,0.393882925359548,,,,
15,141,tor_switch,t0,0.53978170300535,0.7933951922190594,0.9933330002383218,0.1701975255995262,0.2010985762855511,0.7038787857669833,0.6723829230634932,0.0142392913389481,0.8451416506222216,0.9588096783606602,0.9891971223424476,0.0810753994706791,0.7053026459362797,0.7954241918891272,0.3741474491728362,0.6740367599472346,,,,
16,141,tor_switch,t0,0.168212826012869,0.6708202474191856,0.9040074830742038,0.7077877734906277,0.2479683096282223,0.8265805688050917,0.260664023397411,0.2300953320951877,0.7882816742933714,0.9745196928318484,0.0067304830796606,0.857465808986607,0.73806898241526,0.7607999710886546,0.2970419690134009,0.3419834316725652,,,,
17,141,switch,t0,0.3303335818382262,0.0178196190415103,0.8245149072971427,0.26685904656247,0.1102430326234553,0.1807253098793668,0.9604948586163587,0.2289004160755295,0.4417434830249237,0.328094849120472,0.9606431185104306,0.3369094743688763,0.2338487633376272,0.907409182215768,0.6204022101332631,0.7561298193146081,,,,
18,141,switch,t0,0.935496960318842,0.920223615001546,0.6186635609463572,0.9478401453731372,0.1398562549190736,0.4925547835947187,0.9508770141660516,0.8132640802766262,0.5380069260046089,0.7626476993646413,0.792245703618234,0.6859229786740726,0.2314409959192364,0.4312866101297958,0.2870522403721637,0.9192898155488948,,,,
19,141,tor_switch,t0,0.1107758251494066,0.9745122977800826,0.5372860835280291,0.912241705512325,0.497465417545333,0.7220484616034725,0.2792505922698978,0.1662619525533752,0.5807565466416927,0.6337307767669698,0.2972362458252119,0.1788008691761314,0.4598287698070521,0.0415521302231207,0.1321421395116861,0.3830784109110801,,,,
20,141,tor_switch,t0,0.9172457787489592,0.2398273667921865,0.1850518692381453,0.2290301018870327,0.0491471228647472,0.0664637142461168,0.5560519839377199,0.3507755100751604,0.2519708141628183,0.7870830508695265,0.084115249664973,0.861166671873269,0.9415619516876288,0.4271692864603731,0.5347109478399109,0.6437433413372317,,,,
21,141,cluster_switch,t0,0.9861018283647784,0.2904740951010153,0.0466226095080907,0.6720162216725349,0.7541402860236458,0.9743487420108476,0.2857205191011878,0.8880721520481469,0.769346182502649,0.0019110083380937,0.4368439437355081,0.6046654712774664,0.0029651362999604,0.6875983554172462,0.0871584067817158,0.945662844729704,,,,
22,141,tor_switch,t0,0.9377512413330612,0.0962296692437998,0.2936227408189696,0.1050319385258836,0.048577981899762,0.1136903811427009,0.0320148936016343,0.2101210510391494,0.8371680506853564,0.2812251656406414,0.5107079214991437,0.3932159476121777,0.4811588717286812,0.869391764671471,0.7493219358065659,0.1199987767939142,,,,
23,169,tor_switch,t0,0.9071633783065634,0.4715485582709598,0.6859999672956194,0.1795700443546338,0.1017298047828507,0.0334841163959378,0.5903503500533621,0.0004358739934899,0.2476679574657602,0.7721054354459176,0.927609950903003,0.8951106054732517,0.9905749642098112,0.8884842760744553,0.0607474507716382,0.0995675620699384,,,,
24,169,tor_switch,t0,0.9902568831504605,0.7886928274224612,0.6109509108060412,0.2103846923443978,0.9883943212034848,0.157466052946212,0.6867696377053055,0.8067900818808624,0.9770318959104202,0.1288427895481546,0.0495292789280077,0.7679405147000862,0.9789173670386748,0.2798164263930172,0.7138697738349424,0.7081199725357491,,,,
25,169,cluster_switch,t0,0.6706270705107124,0.5495024257655283,0.3492105260773068,0.98552721129096,0.3379192303739197,0.9507896473655544,0.9665459770991356,0.9453785766253646,0.1057094409414841,0.1519346029730959,0.6912822975236119,0.9920337195117116,0.4663685659620715,0.9235726811794484,0.5103055010654178,0.3349297137572625,,,,
26,169,cluster_switch,t0,0.7397249112019152,0.8417102123078343,0.6512008904229946,0.1635717460089185,0.8681666052521207,0.0667373769125931,0.4222736728260327,0.4770039511482385,0.0159651440646662,0.2234302045185947,0.8568498462368349,0.9096824524491748,0.7696084208291197,0.6187779573718076,0.2881034460655133,0.4941883868689034,,,,
