,IncidentId,EntityType,Tier,DefaultRouteMismatch_mv,DeviceDataPlaneDownBGP_pers_1h,DuplicateIP_mv,HAFailover_pers_1h,Hw3Drop_mv,CpvBackup_mv,DeviceDown_mv,DupManagementIP_mv,NoSysLog_pers_1h,CPVPolicyFailure_mv,GraphMissingSerialConsole_pers_1h,HardwareErrors_pers_1h,PowerSupplyRedundancy_mv,SONiCErrors_pers_1h,DuplicateIP_pers_1h,PingmeshPktLoss_pers_1h,FanFailure_pers_1h,HighInterfaceUtilT3WAN_mv,IBLinkDown_mv,ISISDown_mv,MaxprefixExceeded_mv,ServerTorInterfaceErrorsCountThreshold_pers_1h,TooManyT1sDown_mv,VRRPStateChange_mv
0,223,cluster_switch,t0,0.5857509158238315,0.982867652979752,0.9165320229502152,0.7051709014831127,0.9710752699150678,,,,,,,,,,,,,,,,,,,
1,237,cluster_switch,t0,0.8946091272785793,0.461385715537671,0.465548199986783,0.8054358438984104,0.1665739316137123,,,,,,,,,,,,,,,,,,,
2,237,cluster_switch,t0,0.2559140017322805,0.6649251779843857,0.6952427241943768,0.9777817343744404,0.9115809950473686,,,,,,,,,,,,,,,,,,,
3,155,cluster_switch,t0,0.9688777769155796,0.2650411154615235,0.652173263557661,0.114091464894972,0.1014624262748803,,,,,,,,,,,,,,,,,,,
4,141,cluster_switch,t0,0.0019110083380937,0.609419812751151,0.6157629131033785,0.9743487420108476,0.0406502132214705,,,,,,,,,,,,,,,,,,,
5,169,cluster_switch,t0,0.1519346029730959,0.134603908286166,0.7821636382202624,0.9507896473655544,0.5314168516783512,,,,,,,,,,,,,,,,,,,
6,169,cluster_switch,t0,0.2234302045185947,0.23128174930951,0.964018096767522,0.0667373769125931,0.292853174073691,,,,,,,,,,,,,,,,,,,
7,223,cluster_switch,t1,,,,,,0.7735052226875232,0.8519077235817866,0.6134915517896713,0.0717412981971652,,,,,,,,,,,,,,,
8,223,cluster_switch,t1,,,,,,0.4005639835934264,0.4564219002912467,0.8234586104938415,0.4590545693361328,,,,,,,,,,,,,,,
9,155,cluster_switch,t1,,,,,,0.8171358196124993,0.8216760240186999,0.1932351352970641,0.3793617003678533,,,,,,,,,,,,,,,
10,141,cluster_switch,t1,,,,,,0.9003886234989458,0.7699218011526606,0.9465751628614228,0.2604285658088415,,,,,,,,,,,,,,,
11,169,cluster_switch,t1,,,,,,0.3351854525585346,0.9809821245518524,0.3875691014229009,0.5163867899550484,,,,,,,,,,,,,,,
12,223,switch,t0,,,,,,,,,,0.3050127492112172,0.3678841394306777,0.4056465613111419,0.6191071732085749,0.9934078026337482,,,,,,,,,,
13,237,switch,t0,,,,,,,,,,0.4457854238705722,0.6829548490759154,0.009362705068546,0.6341471293505899,0.0533993780668722,,,,,,,,,,
14,237,switch,t0,,,,,,,,,,0.6294677566040555,0.2125904409458426,0.9576777414894364,0.6689435550871426,0.3839596144260959,,,,,,,,,,
15,155,switch,t0,,,,,,,,,,0.0134017762124537,0.3380653123939099,0.5934308988212954,0.8793142705536579,0.3636590792359743,,,,,,,,,,
16,155,switch,t0,,,,,,,,,,0.7851792656041374,0.5789117447319577,0.0581571582677424,0.8641309778425015,0.943397468853234,,,,,,,,,,
17,141,switch,t0,,,,,,,,,,0.7913019630976252,0.7903772533021338,0.8393116467206951,0.9748761211232436,0.8834311704838361,,,,,,,,,,
18,141,switch,t0,,,,,,,,,,0.2838514459627691,0.4834165983983164,0.8201673257370468,0.1025168474849432,0.611112328799189,,,,,,,,,,
19,223,switch,t1,,,,,,,,,,,,,,,0.177436570711972,0.7086074567058057,,,,,,,,
20,223,switch,t1,,,,,,,,,,,,,,,0.7862661298218668,0.8971664315789426,,,,,,,,
21,237,switch,t1,,,,,,,,,,,,,,,0.8900585347576109,0.2208829181911648,,,,,,,,
22,223,tor_switch,t0,,0.3153356969729954,,,,,,,,,,,,0.0317419690923209,,,0.2892301103683715,0.8010472668167606,0.6213364506247994,0.905354576888,0.7202968724062577,0.9372665693868292,0.5997249087035968,0.6734315245230732
23,223,tor_switch,t0,,0.5724092755445009,,,,,,,,,,,,0.8284320998556793,,,0.6143963776200875,0.0104642778344804,0.3152236023651014,0.380744686472748,0.4070936117955728,0.0266170599150196,0.0056707155632147,0.2391638920118974
24,223,tor_switch,t0,,0.1522965745389101,,,,,,,,,,,,0.5547770255460569,,,0.5661041399493569,0.0871879537491282,0.4214967187698445,0.7636070042406369,0.6705253501228875,0.4353202648314951,0.3130719087772565,0.8287396294460672
25,237,tor_switch,t0,,0.8919635607324737,,,,,,,,,,,,0.0769015368495322,,,0.5961863773198404,0.7146959395814585,0.6385211478536998,0.2773148595241445,0.3461583866942347,0.1039696736545837,0.8943898715424039,0.556910890722048
26,155,tor_switch,t0,,0.7839809228413493,,,,,,,,,,,,0.309448564634009,,,0.0536555625525079,0.8135777019350421,0.1362954862117895,0.622506458825855,0.7937804379413622,0.5185785529653791,0.9927504398171048,0.4927885263265193
27,155,tor_switch,t0,,0.6282257632425243,,,,,,,,,,,,0.8490917768255396,,,0.1645969985860333,0.423590262620539,0.2640352644076481,0.5370301954614972,0.6600599433566136,0.8150703212150411,0.9546077523180172,0.98933914843521
28,141,tor_switch,t0,,0.8597344746541157,,,,,,,,,,,,0.8409514140048704,,,0.5081135036354423,0.6656877253728967,0.1433298936087154,0.7821949415867635,0.2496790758308038,0.0802965362346046,0.9933330002383218,0.6241477379589265
29,141,tor_switch,t0,,0.9468908483175904,,,,,,,,,,,,0.8630828523715884,,,0.7532599305350932,0.5279159738298085,0.3463564317915342,0.1429811965433424,0.0314247902247115,0.5424923334270265,0.9040074830742038,0.802473292811162
30,141,tor_switch,t0,,0.4301781149114069,,,,,,,,,,,,0.943761008045795,,,0.1696947824899566,0.2732413742568623,0.7536220902204855,0.0500437346970716,0.0864472360992532,0.292570315637793,0.5372860835280291,0.4412890760426798
31,141,tor_switch,t0,,0.6675477444673018,,,,,,,,,,,,0.2755529973321953,,,0.9039826103858845,0.4844964388183714,0.7368547372713559,0.9262854047583584,0.0525485603188738,0.9749863401648048,0.1850518692381453,0.7499054192153528
32,141,tor_switch,t0,,0.422973430798048,,,,,,,,,,,,0.5070924343699724,,,0.3996908709470558,0.8305334667764697,0.987316586289072,0.1904493803620737,0.1645772114434992,0.3864114048907854,0.2936227408189696,0.4337259462801239
33,169,tor_switch,t0,,0.2245801099292181,,,,,,,,,,,,0.9378199997835212,,,0.7498818615155666,0.2250384925715477,0.4570254778042733,0.8859465449168975,0.4928234787134428,0.2217422949762471,0.6859999672956194,0.0019811561853699
34,169,tor_switch,t0,,0.3636513038521117,,,,,,,,,,,,0.4959813937201148,,,0.1987021735959602,0.2319155230039451,0.6318524513194348,0.8988424554113567,0.6000399585864865,0.2448328229198174,0.6109509108060412,0.9665392410070592
