,IncidentId,EntityType,Tier,DiskFailures_mv,GraphMissingUplink_pers_1h,NetscanLinksMultiple_mv,MaxprefixThr_pers_1h,TooManyT1sDown_pers_1h,VRRPStateChange_mv,ProcessShutdown_pers_1h,NGSvsLLDPt1t0_mv,NonProdWithProdTraffic_mv,NGSDuplicateStaticIP_pers_1h,MultipleReboot_mv,NetscanPktLoss_mv,PowerSupplyRedundancy_mv,PowerSupplyDown_pers_1h,SnmpLoopbackReachability_pers_1h,TCAMAboveThr_mv,NetscanPayloadPathsMultiple_mv,IfOperStatus_pers_1h,DupManagementIP_mv,GraphMissingSerialConsole_pers_1h,SONiCSNMPHighMemory_mv,SnmpReachability_mv,IBUFMTimeDifference_pers_1h,PhynetInterfaceErrorsPercentageThreshold_pers_1h,HighInterfaceUtilT3WAN_pers_1h,NoSysLog_pers_1h,FIBErrors_pers_1h,HardwareErrors_pers_1h,SONiCSNMPHighMemory_pers_1h,BgpDelay_mv,ServerTorInterfaceFlaps_mv,PhynetInterfaceErrorsCountThreshold_pers_1h,HighInterfaceLinkUtilization_pers_1h,GraphMissingMgmt_pers_1h,TacacsUnreachable_mv,NetscanPayloadAlertPaths_mv,MaxprefixThr_mv,SpanTreeErrors_pers_1h,DeviceReload_mv,OSPFDown_mv,DupStaticIP_mv,FabricDegraded_mv,BGPHoldTimer_mv,LinkStatus_mv,TooManyT2sDown_pers_1h,CpvBackup_mv,HAIneligible_mv,MemErrors_pers_1h,DeviceDown_mv,NGSvsLLDPt1t0_pers_1h,PhynetInterfaceErrorsPercentageThreshold_mv,DeviceReload_pers_1h,HSRPStateChange_mv,LineCardDown_pers_1h,HAFailover_pers_1h,SpanTreeErrors_mv,IBLinkErrorRecovery_pers_1h,NetscanPayloadAlertPodSetPaths_mv,NGSvsLLDPt1t2_mv,HardwareErrorsSev2_pers_1h,SoftwareErrors_pers_1h,SSHReachability_mv,MgmtInterfaceFlaps_mv,DupManagementIP_pers_1h,SoftwareErrors_mv,Tier1TrafficOutlier_mv,TCAMAboveThr_pers_1h,HighInterfaceUtilT3WAN_mv,TempSNMP_mv,CpvBackup_pers_1h,ExEraseExecutions_mv,PhynetInterfaceErrorsCountThreshold_mv,CPVPolicyFailure_mv,NoSysLog_mv,DuplicateSerialNumber_mv,BGPFlap_pers_1h,SnmpCpu_mv,LinkStatus_pers_1h,TeamdExpired_mv,TooManyT2sDown_mv,TemperatureErrors_pers_1h,ServerTorInterfaceErrorsPercentageThreshold_pers_1h,SystemUsageHigh_pers_1h,SnmpVoltage_pers_1h,InterfaceDownDuration_pers_1h,LdpDown_mv,SystemUsageHigh_mv,ServerTorFCSErrors_mv,IBLinkDown_pers_1h,TORReboot_pers_1h,FabricDegraded_pers_1h,CpuSyslogErrors_mv,SnmpReachability_pers_1h,BgpDelay_pers_1h,NetscanPayloadPodSetPaths_mv,HSRPStateChange_pers_1h,PhynetFCSErrors_mv,OSPFDown_pers_1h,SyslogOutliers_mv,HardwareErrorsSev2_mv,GraphMissingMgmt_mv,HighInterfaceUtilT0T2_pers_1h,NGSvsLLDPt1t2_pers_1h,TooManyT1sDown_mv,VoltageError_mv,PowerSupplyRedundancy_pers_1h,BGPHoldTimer_pers_1h,PhynetPktDiscards_pers_1h
0,223,cluster_switch,t1,0.5258970637700803,0.3276868662114445,0.9732987563523516,0.4273551353956094,0.6249491142122965,0.4070629382330371,0.2887337115329834,0.5265427948318052,0.5183217785603093,0.9867943964104534,0.2699350710052126,0.2421055754286153,0.910188750729711,0.2194056160277377,0.4446872271682828,0.4767792752359858,0.140548971618457,0.0222756925365356,0.6134915517896713,0.6557217541590379,0.5740519489356934,0.520527116153496,0.1744213246807561,0.7120307989364206,0.8091766089358519,0.0717412981971652,0.2058298683765128,0.5609859022732884,0.3494025025321644,0.6371805048454734,0.1318551726294087,0.7141447219626085,0.2924423088232418,0.0252993174707636,0.5007735736030691,0.8274493018371907,0.9304920917375148,0.3699955288722595,0.8738520071720737,0.311622588907617,0.6588691170004054,0.232570615587458,0.8207042034625539,0.7904671520068365,0.9689888045915276,0.7735052226875232,0.367417508086894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,223,cluster_switch,t0,0.6670726641239555,0.442382070694141,0.6506120841826689,0.5038265242455411,0.1448394381718011,0.3025425182127683,0.2361746747927108,0.7642654760251624,0.5224153557603356,0.5341190715124904,0.7608170362848958,0.4749616225222349,0.1742722421448073,0.9736881787020376,0.4920512990515654,0.2579459329066182,0.1485271150692432,0.3224372036090527,0.5187122804797434,0.8705054277901875,0.784154009511148,0.3661404168348547,0.9753291883586592,0.2125002450741215,0.6404132688609966,0.0177397981772418,0.2003005322560855,0.5105958078606725,0.1430203255909741,0.90813084549659,0.4912851468370873,0.9159037982630184,0.4457283958874203,0.9794229199608224,0.2145907787676831,0.117478932119879,0.8810476607974121,0.2278316407498226,0.4322869219633508,0.098182457620393,0.7545919364294558,0.0092719432549415,0.8891956501476961,0.7833340647482187,0.1190120371213945,0.0440546061338262,0.5964684339765581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,223,cluster_switch,t1,0.4927886293060659,0.6111824236617212,0.5435972553359663,0.6272074116788241,0.2602653228548633,0.578254945605729,0.5065057405366916,0.7065009316408248,0.7505604201015058,0.2685335099332248,0.6816301054745206,0.6878406299133948,0.2485909463705835,0.3212567049849183,0.9484654221824284,0.9708442791017152,0.3258267432853008,0.4317070560480112,0.8234586104938415,0.4706232200054602,0.3615774639932237,0.0013117944425994,0.7011531847708313,0.8793913086683783,0.1938633009068922,0.4590545693361328,0.5202268967524804,0.5756195932081756,0.854436638920726,0.1193973881511192,0.9320544651771652,0.2638165083946813,0.3290366338530881,0.5903439803925853,0.8034550179244317,0.5987047605011891,0.9257234110459104,0.2431250468512261,0.7649634261121441,0.1257439127068172,0.9907949799288428,0.2944419616030741,0.5189977526945071,0.155981417619324,0.2515222060191073,0.4005639835934264,0.5304453064407288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,237,cluster_switch,t0,0.3653911818636349,0.3480525427768677,0.5698229243156182,0.5692956084950974,0.5051548774872721,0.1702307791096525,0.6687116237424732,0.3593348749049501,0.3264686917113515,0.5294875150677087,0.8950777352402655,0.8433094883511068,0.5098912594786266,0.1028059396118492,0.0703700105686307,0.3896373246912578,0.534077030560061,0.6234334665732669,0.9552581849368216,0.077042866266717,0.687618773533625,0.2679473396520717,0.745902493639989,0.9509212943211256,0.326618429090446,0.4901902960188036,0.7590131307974604,0.0583690032323903,0.1389102799253535,0.5756996070447484,0.8179241432827961,0.3763413358676457,0.9340838424828194,0.3559841204113437,0.3836127636884384,0.4911791150303339,0.2955799093529214,0.730782117663068,0.506242584169204,0.621817862526526,0.9669655027107537,0.2155132585737655,0.22122745906083,0.5369888763520673,0.7959462313642176,0.4798198013394397,0.0872041980794935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,237,cluster_switch,t0,0.6611880770619828,0.5890899414559265,0.282197248426992,0.7409869379650841,0.4326226424944798,0.8246540817229605,0.5440472077400136,0.9005203004696402,0.3968770864597489,0.3855761560688203,0.7594269032846354,0.3861763030700479,0.2167846472861779,0.294975040794561,0.2320166859097316,0.5488611640707102,0.9891409376829736,0.1809597290019196,0.3538688683769171,0.3636436819084836,0.1696695770826402,0.9360858903053434,0.3665651955385856,0.1605339220321161,0.7502574429817719,0.1362328891179138,0.6020679400342832,0.6209974350210353,0.1141734562702266,0.6865952990008274,0.2965258094993217,0.9603326967912592,0.7956835296465771,0.6582831200542537,0.3056016435684039,0.3798932545604722,0.3118226563887478,0.954068963230546,0.3321008006569043,0.5065175115297289,0.5166575160593957,0.7936436269075493,0.504392729953744,0.6285344068382133,0.2976675322422789,0.8914787555081009,0.118673960204332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,155,cluster_switch,t0,0.4505636673174045,0.3116877573125313,0.4807890890350657,0.2203871575100914,0.895353122434699,0.8206219320019535,0.5998497010695226,0.4440518025626948,0.3228587238772985,0.6836406176933462,0.3236677906072615,0.6608624709358768,0.7320743862797938,0.3762640106320229,0.6599839716770642,0.7435815176931012,0.8874128740593157,0.4421439734340084,0.2953140943356727,0.8354862917453455,0.0193982855072338,0.8818879487243568,0.0289689996337685,0.7247898386901014,0.8405761053285397,0.5277081098036485,0.9384129854775194,0.6455143657707993,0.5509212571840819,0.0708333814192357,0.9213414914971916,0.0021316126306611,0.690776872800692,0.9863706386582272,0.2078466817635621,0.5293666878839808,0.9232001665508264,0.9582481245561116,0.6620109727345622,0.272078756584926,0.0712718665140699,0.5627277959331175,0.4704742576417487,0.662692649163847,0.9166417410571396,0.2435680116218342,0.8810350757393469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,155,cluster_switch,t1,0.5641690349225825,0.4914259531243161,0.7760606030928157,0.3477283147099109,0.3095267409732409,0.5819394090763425,0.7222838196696614,0.6945695347679463,0.7049631008800372,0.1957431017928043,0.1379407606285835,0.3288685459476063,0.8912742449535187,0.6452211709698739,0.6743984916324143,0.0570752157607682,0.6168493724334583,0.4584947831619899,0.1932351352970641,0.2654744992724465,0.1792964192240934,0.0022609933704932,0.6346204386494001,0.4114382264743021,0.3585755850243964,0.3793617003678533,0.6965742816997721,0.2676868431109642,0.8146493616550128,0.9488635605602812,0.7284441660550268,0.6299742312283536,0.1035410024895308,0.7436508927438841,0.8797076478761405,0.1532835914904351,0.4404370602157162,0.9502126673176756,0.4587537743932197,0.6545827937950895,0.9774403530948508,0.2853113307920499,0.5010404983902201,0.3135818899512459,0.4996635744365724,0.8171358196124993,0.7214169537059304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,141,cluster_switch,t1,0.4092154146849238,0.6633636378240411,0.5580275021245401,0.905958690310958,0.184786387462603,0.8243028905373473,0.2152852582262707,0.0583954464726319,0.7482486009390231,0.5228771829627172,0.2380118395854901,0.8757647438201844,0.6282277462859627,0.1781100063722017,0.6306159793165325,0.2890277208524459,0.7202687819097333,0.7768997896653117,0.9465751628614228,0.2969575284510316,0.7246239574137078,0.4227481879342543,0.4268296022345496,0.254112533802352,0.5650166499590602,0.2604285658088415,0.2730052082731149,0.501298870742914,0.8204665996405239,0.0462038506367707,0.3495963012399213,0.7504436653175732,0.1253180382313213,0.5247260378497808,0.1185316305681556,0.8433678634096062,0.3590830833132178,0.6258260839711658,0.0980866992958371,0.7330953813218258,0.9626925676807612,0.4405755788559452,0.875243537625153,0.9315483205853724,0.7071888146067471,0.9003886234989458,0.84372397403745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,cluster_switch,t0,0.4076044533115749,0.4041845886061735,0.6930875911940877,0.3715027386452744,0.9830879506674992,0.4904558351962724,0.4893847521410454,0.6193132590191796,0.4951845644987539,0.4544705414793137,0.1680592203637669,0.606715752664218,0.4426072256791045,0.7100883915066402,0.3282505365271775,0.6566718817894336,0.6520249992967795,0.5341181540079938,0.155930163897085,0.5348486733408221,0.8985201456684115,0.0970591687888494,0.3178367433185871,0.160429494613346,0.5831963242451565,0.2634297440954314,0.9952288285105771,0.2553636099196191,0.9716702664733428,0.6052604760955144,0.6191617813483355,0.2432549293730084,0.2857205191011878,0.1374227363366251,0.0991114047516363,0.1231470197226458,0.3922801828805434,0.0975831912825677,0.960080955008684,0.108223372708555,0.726480599138662,0.9672962680189432,0.1071857266970213,0.9216345411300736,0.8064834995533665,0.9027142923248708,0.5588506445184079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,169,cluster_switch,t1,0.2658091081328407,0.9405594577549906,0.6383737059179404,0.4325313150639222,0.333480737119869,0.1631999794613646,0.511999903061255,0.6499460296730971,0.7460468572943838,0.3514430102820095,0.2703216155236161,0.7590733143914719,0.7596846564179084,0.4256940556794081,0.3784578874196254,0.5108234379035476,0.5818368261198343,0.2041437472154003,0.3875691014229009,0.0123555649477116,0.5409815687142766,0.5534009361998788,0.7506405342861842,0.1966045532247263,0.5988683603606179,0.5163867899550484,0.879957169478182,0.0434370141554831,0.4019148584732979,0.7467726327996388,0.7479350374124967,0.9659207714900188,0.1550991703654787,0.0800593309253872,0.435179179958434,0.6194001306962177,0.5418730151830167,0.407648857846022,0.5661594522485522,0.5181939082874205,0.0708299521229153,0.8457409505939825,0.8993603349659514,0.2896697515061291,0.8393872930114143,0.3351854525585346,0.8632928114610604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
