,IncidentId,EntityType,Tier,InterfaceDownDuration_mv,CpuSyslogErrors_pers_1h,SystemUsageHigh_mv,ServerTorPktDiscards_pers_1h,IBBandwidthSpeedMode_mv,NtpError_mv,HighInterfaceUtilT3WAN_mv,FIBErrors_pers_1h,DupStaticIP_mv,FIBErrors_mv,SSHReachability_pers_1h,LinkStatus_mv,SONiCSNMPHighCPU_mv,BGPHoldTimer_mv,NGSvsLLDPt1t0_mv,ProcessShutdown_mv,GraphMissingMgmt_mv,HardwareErrorsSev2_pers_1h,MaxprefixThr_mv,HardwareErrors_mv,BGPDown_pers_1h,Hw3Drop_pers_1h,ServerTorInterfaceFlaps_mv,DuplicateIP_mv,PhynetFCSErrors_mv,OSPFDown_pers_1h,MemErrors_mv,DeviceDataPlaneDownBGP_mv,TooManyT2sDown_pers_1h,PfcPauseFrames_pers_1h,IBBandwidthSpeedMode_pers_1h,NetscanPayloadPaths_mv,PortExhaustion_pers_1h,ServerTorFCSErrors_mv,NGSvsMSAssetSN_pers_1h,IfOperStatus_mv,NetscanLinksMultiple_pers_1h,BGPHoldTimer_pers_1h,defaultMTUSize_pers_1h,NGSvsLLDPWAN_mv,DiskFailures_pers_1h,NGSvsLLDPWAN_pers_1h,JuniperSSGStateChange_mv,PhynetInterfaceErrorsCountThreshold_pers_1h,BgpDelay_pers_1h,NetscanPktLoss_mv,PowerSupplyRedundancy_mv,NetscanLinksMultiple_mv,NGSvsMSAssetName_mv,FanFailure_pers_1h,TemperatureErrors_mv,DupDeviceName_pers_1h,NetscanPayloadAlertPodSetPaths_pers_1h,SnmpCpu_mv,BgpDelay_mv,SoftwareErrors_mv,NonProdWithProdTraffic_mv,DefaultRouteMismatch_mv,BGPGlobalShutDown_mv,TempSNMP_mv,NetscanPayloadPathsMultiple_mv,PhynetFCSErrors_pers_1h,DeviceReload_mv,NGSDuplicateStaticIP_pers_1h,LinkStatus_pers_1h,SpanTreeErrors_pers_1h,CPVPolicyFailure_mv,MgmtInterfaceFlaps_pers_1h,GraphMissingUplink_pers_1h,NetscanPayloadPathsMultiple_pers_1h,NGSvsMSAssetName_pers_1h,HSRPStateChange_mv,NetscanPayloadAlertPaths_pers_1h,HAFailover_mv,CpvBackup_mv,BadOSVersion_pers_1h,PortExhaustion_mv,TeamdExpired_pers_1h,ServerTorInterfaceErrorsPercentageThreshold_mv,ServerTorInterfaceErrorsCountThreshold_mv,SONiCErrors_mv,LPMUtilization_mv,HAIneligible_pers_1h,ISISDown_pers_1h,SoftwareErrorsSev2_mv,DupDeviceName_mv,DeviceDown_mv,PingmeshPktLoss_pers_1h,InterfaceUnsecured_pers_1h,defaultMTUSize_mv,NetscanPktLoss_pers_1h,NetscanPayloadPodSetPaths_pers_1h,LPMUtilization_pers_1h,SONiCSNMPHighCPU_pers_1h,SONiCErrors_pers_1h,NoGoldConfig_mv,PfcPauseFrames_mv,PowerSupplyDown_mv,TacacsUnreachable_pers_1h,IBLinkErrorRecovery_mv,FabricDegraded_pers_1h,NoGoldConfig_pers_1h,Tier1TrafficOutlier_mv,MaxprefixThr_pers_1h,TeamdExpired_mv,DefaultRouteMismatch_pers_1h,IBUFMTimeDifference_mv,DeviceDataPlaneDownBGP_pers_1h,MgmtInterfaceFlaps_mv,DuplicateSerialNumber_pers_1h,NGSvsLLDPt1t0_pers_1h,SnmpVoltage_mv,SNMPHighMemory_pers_1h,TCAMAboveThr_pers_1h,Tier1TrafficOutlier_pers_1h,DuplicateSerialNumber_mv,NtpError_pers_1h,ServerTorInterfaceErrorsPercentageThreshold_pers_1h,LdpDown_pers_1h,TempSNMP_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,IBLinkDown_pers_1h,NonProdWithProdTraffic_pers_1h,ExEraseExecutions_mv,SyslogOutliers_mv,NetscanPayloadPaths_pers_1h,NoSysLog_pers_1h,PowerSupplyRedundancy_pers_1h,TemperatureErrors_pers_1h,BGPFlap_pers_1h,NetscanPayloadAlertPaths_mv,LineCardDown_mv,FanFailure_mv,TCAMAboveThr_mv,CpuSyslogErrors_mv,BadOSVersion_mv,VoltageError_mv,NGSDuplicateStaticIP_mv,NGSvsLLDPt1t2_mv,HardwareErrorsSev2_mv,Hw3Drop_mv,CPVPolicyFailure_pers_1h,InterfaceDownDuration_pers_1h,OSPFDown_mv,PingmeshPktLoss_mv,ServerTorPktDiscards_mv,ServerTorInterfaceFlaps_pers_1h,IBLinkDown_mv,DupStaticIP_pers_1h,TooManyT2sDown_mv,DupManagementIP_pers_1h,PhynetPktDiscards_pers_1h,QCHardwareDrops_mv,VoltageError_pers_1h,TORReboot_pers_1h,HighInterfaceLinkUtilization_mv,DeviceDown_pers_1h,IfOperStatus_pers_1h,GraphMissingSerialConsole_pers_1h,MultipleReboot_pers_1h,ExceessiveSyslogs_mv,IBCongestedBandwidth_mv,IBCongestedBandwidth_pers_1h,NetscanBadDevice_mv,ServerPingmeshPktLoss_pers_1h,GraphMissingSerialConsole_mv,MaxprefixExceeded_pers_1h,TooManyT1sDown_mv,VRRPStateChange_mv,SnmpReachability_mv,IBUFMTimeDifference_pers_1h,TORReboot_mv,MemErrors_pers_1h,PhynetInterfaceErrorsPercentageThreshold_mv,HAIneligible_mv,PhynetInterfaceFlaps_mv,GraphMissingMgmt_pers_1h,ISISDown_mv,JuniperSSGStateChange_pers_1h,LineCardDown_pers_1h,NetscanBadDevice_pers_1h,VRRPStateChange_pers_1h,NetscanPayloadPodSetPaths_mv,HighInterfaceUtilT0T2_mv,ServerPingmeshPktLoss_mv,HighInterfaceLinkUtilization_pers_1h,ExceessiveSyslogs_pers_1h,NGSvsLLDPt1t2_pers_1h
0,223,cluster_switch,t1,0.8112819201673459,0.2772593542226862,0.9811323375451696,0.1823435456770973,0.8560369487901485,0.8029986819296482,0.5496564827189072,0.2058298683765128,0.6588691170004054,0.89941866563222,0.8741285636333638,0.7904671520068365,0.6805455654287377,0.8207042034625539,0.5265427948318052,0.9652586601891652,0.6734666494917281,0.3820901102686639,0.9304920917375148,0.7856874946728987,0.5638027100299816,0.3438384411898942,0.1318551726294087,0.6131819866365054,0.7859963962365489,0.473120467719452,0.4063635425956807,0.5200766224597926,0.9689888045915276,0.7041457205805891,0.4898486924567005,0.921402772354362,0.5437284314044066,0.8296685659006,0.3623322538483818,0.5229678299104458,0.5606769135511632,0.9170645577013044,0.2780332657309071,0.8766480570458426,0.7508948910159272,0.5386531388733361,0.9957095660787942,0.7141447219626085,0.6304052590928328,0.2421055754286153,0.910188750729711,0.9732987563523516,0.4084101767382704,0.7589590007365644,0.0460263494899065,0.7146174972783007,0.3486828333884181,0.2935230384107274,0.6371805048454734,0.9093614288780962,0.5183217785603093,0.8205694667078973,0.3363080979539988,0.13980842740673,0.140548971618457,0.2072427910963958,0.8738520071720737,0.9867943964104534,0.9655148431304882,0.3699955288722595,0.680962950364943,0.3329311751808697,0.3276868662114445,0.5127323534306816,0.9919811448158798,0.137725186792183,0.8004435193728504,0.1881530209766504,0.7735052226875232,0.1305216959065173,0.9821374598254708,0.8286979373527678,0.5328159145830027,0.6061156118023263,0.2154073119649527,0.7556080665876375,0.2395726060784654,0.4555822072831583,0.7167587564512007,0.9238946759120656,0.8519077235817866,0.071178074777075,0.0592640322651989,0.6028264932738367,0.1446942026504445,0.0291761066622656,0.6353319340189952,0.0025581554755489,0.8097909805740852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,223,cluster_switch,t0,0.9594520742693642,0.9181599273258934,0.1769665206008028,0.0447285260637665,0.444867680087641,0.7428196581293685,0.3723410083183137,0.2003005322560855,0.7545919364294558,0.9616956627373796,0.7855194523982704,0.7833340647482187,0.4749480415663485,0.8891956501476961,0.7642654760251624,0.0949428331510379,0.3434559853808692,0.3070619936684151,0.8810476607974121,0.6134660467651921,0.3075645697029986,0.8946847615282669,0.4912851468370873,0.9165320229502152,0.6421286427648815,0.1806549794757103,0.6259635858863041,0.7189995583050128,0.1190120371213945,0.5658285818335165,0.3748505694486296,0.1747381452813965,0.5360237777116852,0.7861198003791977,0.2366538516135135,0.4945030716991737,0.9159085368783108,0.3454411306889507,0.9839310096144056,0.4429245422767642,0.6964617316180476,0.3864081179478201,0.3217110345627094,0.9159037982630184,0.789929988224577,0.4749616225222349,0.1742722421448073,0.6506120841826689,0.9333677072982454,0.7140562809477895,0.3440658372855859,0.6832862036711934,0.2717476831963055,0.7993502614236397,0.90813084549659,0.876026844123488,0.5224153557603356,0.5857509158238315,0.9797786718578144,0.5752203242945578,0.1485271150692432,0.8449220942203824,0.4322869219633508,0.5341190715124904,0.4458429077796749,0.2278316407498226,0.4687105472061824,0.9187054367751828,0.442382070694141,0.8377595215952536,0.8696044504223305,0.880068246326809,0.3933528746341286,0.1816418920491875,0.0440546061338262,0.4994044259423592,0.0851958670991094,0.4590042500967888,0.2802672623724698,0.0253063432083192,0.7274225544970913,0.8976360018361539,0.040136391861724,0.967348975873152,0.0466622784632406,0.901343179743028,0.4525862382800601,0.2528010120430148,0.89397003596232,0.3099076546840094,0.3562162477485823,0.9395195487987044,0.2506006729124302,0.3991058907106148,0.5421279687066906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,223,cluster_switch,t1,0.8316599959107103,0.5767618802110248,0.3994751626097949,0.8829466943511919,0.7091609292684313,0.1516606969320172,0.4063752853240067,0.5202268967524804,0.9907949799288428,0.5582620910372144,0.9577388422398674,0.155981417619324,0.8929205204460731,0.5189977526945071,0.7065009316408248,0.5127277670307334,0.2263436346878187,0.8968277614174243,0.9257234110459104,0.5157504932167047,0.965642125296998,0.9522929205022987,0.9320544651771652,0.8442611484141394,0.8849279658988085,0.8267216311319159,0.8337162016238031,0.7346099176298003,0.2515222060191073,0.3776092492979365,0.700681582733514,0.0770812101355744,0.9330189317659208,0.8329730804203175,0.337141847778395,0.0928053108900325,0.9095232840189028,0.8648078292006343,0.9114920824573274,0.8807051968254127,0.8334428935617897,0.4119543469814938,0.789404321455374,0.2638165083946813,0.6353330404617967,0.6878406299133948,0.2485909463705835,0.5435972553359663,0.1117387198245599,0.721515632643358,0.6631530303574372,0.4822640013207826,0.5535113582732979,0.0972733038008583,0.1193973881511192,0.8107908817055911,0.7505604201015058,0.4002161995709729,0.6341056941026864,0.9657053434156102,0.3258267432853008,0.9269140342883458,0.7649634261121441,0.2685335099332248,0.5957965810327465,0.2431250468512261,0.2122162953559609,0.7243142701337344,0.6111824236617212,0.1295853685704433,0.4614633036256622,0.246757741405673,0.2848347078362078,0.4750972260029479,0.4005639835934264,0.9151924581851554,0.878435888754024,0.796483806765767,0.7490724801063475,0.0812491514534435,0.2712814889573783,0.3979211536333678,0.6938827573799642,0.258483016134044,0.1373287698794054,0.9464681752959228,0.4564219002912467,0.5263480379901557,0.2235829451342897,0.995828083848928,0.666782006169271,0.2522709250772935,0.3159488986840386,0.4933807025881995,0.2500922747279559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,237,cluster_switch,t0,0.798453079359957,0.8552821414182267,0.2084163703598053,0.5579158002612662,0.5398498904725222,0.8392564937739094,0.9100889290021312,0.7590131307974604,0.9669655027107537,0.4373418548317721,0.0941104190320167,0.5369888763520673,0.8452798821833877,0.22122745906083,0.3593348749049501,0.5886926700417402,0.7965436466537488,0.4868227064225392,0.2955799093529214,0.6156516365092799,0.4827427700510277,0.0394947224672505,0.8179241432827961,0.465548199986783,0.5690850955283552,0.0178047876078817,0.9932901744923224,0.4164095521265851,0.7959462313642176,0.8501122701287418,0.6339386243637435,0.9190985730096168,0.3229250824012571,0.0791247148798375,0.7391003718222697,0.5126714380723362,0.4947754334918195,0.2919160527115788,0.4658035864717095,0.3830892718974311,0.3542773527986911,0.9889526440085292,0.678529391506609,0.3763413358676457,0.6522252475080916,0.8433094883511068,0.5098912594786266,0.5698229243156182,0.8361208014305851,0.0384772809545427,0.5655790419650012,0.9215650630532572,0.7597104340561639,0.480359661596187,0.5756996070447484,0.9959401035074684,0.3264686917113515,0.8946091272785793,0.5922927010841906,0.9932438412469934,0.534077030560061,0.4015753588122756,0.506242584169204,0.5294875150677087,0.3655183904284712,0.730782117663068,0.6612221314256086,0.1319417434980777,0.3480525427768677,0.4456228542133158,0.8063668456071548,0.6821578916016702,0.0658422467199255,0.4003260414506603,0.4798198013394397,0.7829075576947633,0.7462244007916372,0.3341111882765256,0.5468273376965805,0.8078211175621035,0.4745319269225773,0.6977722158218667,0.7170816031962604,0.2868950636340113,0.8969519398279233,0.7018612756884501,0.1036230016016465,0.901397870602788,0.954819621107872,0.9969801410656244,0.2172198575669054,0.2920524012610818,0.8282091303270175,0.1669253644117969,0.133639517681919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,237,cluster_switch,t0,0.9150780569172232,0.8533454137071534,0.7108367705940322,0.6551473610525257,0.8415056344050614,0.8364313434448788,0.8027095949859748,0.6020679400342832,0.5166575160593957,0.82251452654867,0.9994798004993865,0.6285344068382133,0.708718415324572,0.504392729953744,0.9005203004696402,0.7964234576261462,0.7411254833342256,0.6059933098452519,0.3118226563887478,0.8985006882164496,0.2722372141224961,0.9512674827041716,0.2965258094993217,0.6952427241943768,0.1686511674806703,0.5098259614173802,0.9510518492522771,0.637143332149449,0.2976675322422789,0.8386854587243794,0.4919765592303543,0.5144955279281112,0.7554130746146701,0.6542780222337569,0.9698584044044488,0.4998512785958854,0.1764504916735385,0.1811012116739909,0.666029156691927,0.3328837127144433,0.7330304075020011,0.9143086745613956,0.1823337040616837,0.9603326967912592,0.1863538523103095,0.3861763030700479,0.2167846472861779,0.282197248426992,0.754107747161568,0.6244801297616336,0.9070262702134012,0.3571135749804024,0.9753126074757732,0.9000496901710794,0.6865952990008274,0.6663041897157819,0.3968770864597489,0.2559140017322805,0.1956091786432829,0.1328157002454337,0.9891409376829736,0.0179812243342208,0.3321008006569043,0.3855761560688203,0.9744507821626408,0.954068963230546,0.80119564040796,0.6118576339320559,0.5890899414559265,0.3930190955743109,0.4347296587470509,0.6070531536911348,0.5783260559380043,0.4424055296823004,0.8914787555081009,0.5111714300758674,0.5951482879329755,0.1792076230904531,0.8938878920917421,0.6134426618690726,0.4734108280574143,0.6422437322169653,0.0551621169745092,0.1124699019110732,0.181253077616785,0.4049575165758778,0.1477995367250913,0.9101042980281756,0.6492105316300534,0.0319414353352579,0.2230551115598488,0.3691274188762724,0.3876843544798402,0.7866382829968942,0.4964804851050021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,155,cluster_switch,t0,0.4057950051856008,0.7490116484003873,0.8114489063187473,0.9870556144402876,0.2194682113990185,0.7252616195289889,0.694512862970972,0.9384129854775194,0.0712718665140699,0.6646193530435704,0.5764619967062653,0.662692649163847,0.2179719321524678,0.4704742576417487,0.4440518025626948,0.8878928397598544,0.611486276424172,0.3952412458977481,0.9232001665508264,0.3191991705825688,0.5650785740210006,0.8573052177640489,0.9213414914971916,0.652173263557661,0.9191945567204836,0.6574344418409803,0.9427009091467752,0.3557679238566479,0.9166417410571396,0.0770627221186671,0.8679402155539152,0.4595241797051635,0.640227544836939,0.3230103929657978,0.3953563912001655,0.3534946141330632,0.6977937053194835,0.4536925612001664,0.9105565163501272,0.5066154022639581,0.3030562710998952,0.903246623565568,0.2955966821340103,0.0021316126306611,0.1202154273877548,0.6608624709358768,0.7320743862797938,0.4807890890350657,0.1426031230272985,0.5960344033657464,0.9885967484127514,0.4249224361773677,0.6457427947344907,0.7618423759716819,0.0708333814192357,0.8737359912552356,0.3228587238772985,0.9688777769155796,0.0884086920762086,0.4878419263989043,0.8874128740593157,0.2231597538036311,0.6620109727345622,0.6836406176933462,0.3321043560946122,0.9582481245561116,0.1714274688782469,0.7362859006170522,0.3116877573125313,0.7816088477246632,0.4053145218013777,0.2204981809052825,0.6474315400193316,0.9607675681617932,0.2435680116218342,0.9696030473308028,0.1303969552830917,0.8686384843285851,0.7621158173161108,0.6971302039907669,0.8511507362463722,0.3818738301325016,0.981309289219288,0.4978351376898512,0.7118001029536967,0.7341265289525845,0.0496491251094652,0.9682967979330896,0.8023759036736162,0.1990673636895412,0.7363490392776114,0.9717537165771728,0.8151880375777985,0.5003833555120524,0.8780108825671303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,155,cluster_switch,t1,0.6685564612165477,0.5431935707333195,0.46180607669501,0.9085257603205612,0.8307847301976315,0.2615665484522781,0.6289043282433024,0.6965742816997721,0.9774403530948508,0.2470205701822204,0.418120461868415,0.3135818899512459,0.5305764890332836,0.5010404983902201,0.6945695347679463,0.549006149525262,0.4461930029117137,0.9766424609476128,0.4404370602157162,0.5511179505318962,0.7925510042487608,0.2554594054088532,0.7284441660550268,0.4056790797877443,0.9144943828744264,0.9316076443538698,0.1744672768131062,0.7150502386951021,0.4996635744365724,0.4437261103621913,0.961714749942031,0.7221959916962529,0.3131505602784027,0.9505043376003576,0.7348237195094399,0.7542974155223889,0.9372138113119036,0.8898724804319367,0.5264490407650255,0.545709717326385,0.915873829442583,0.184388046697759,0.3351603508616491,0.6299742312283536,0.5709008283320615,0.3288685459476063,0.8912742449535187,0.7760606030928157,0.9656379227539148,0.1113508131566151,0.0379244181864512,0.093451003506374,0.367215829481423,0.7329866749140365,0.9488635605602812,0.1025394457929795,0.7049631008800372,0.798974055445006,0.0831965209496408,0.2575986360233889,0.6168493724334583,0.6804697563242725,0.4587537743932197,0.1957431017928043,0.2646056813418752,0.9502126673176756,0.9036371652821844,0.764358213039333,0.4914259531243161,0.4314756447094361,0.5974404656597604,0.8886645092436902,0.7250741355363715,0.4634163519216472,0.8171358196124993,0.3696690818208586,0.1489788269865495,0.0963060786490964,0.2137266569752577,0.574693484821302,0.2110373325723572,0.425901429012685,0.5498351946853753,0.5403062645135339,0.8307999180313055,0.0004468139264459,0.8216760240186999,0.4153499513501065,0.8217692616900707,0.6776475113189158,0.9161285308321422,0.5844835739023595,0.6888818296271143,0.9422570448027264,0.4006222484320652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,141,cluster_switch,t1,0.5247650094492584,0.6272725142562477,0.8144907082561664,0.6082591828430367,0.8959070969171151,0.8049807796648918,0.0205263750200462,0.2730052082731149,0.9626925676807612,0.825464903085916,0.145705146338645,0.9315483205853724,0.8770307126845429,0.875243537625153,0.0583954464726319,0.7454782600688514,0.5229967523799519,0.7897305834157827,0.3590830833132178,0.0677284443007307,0.6398511014289111,0.7904194371596819,0.3495963012399213,0.0423365875566497,0.6220385347583769,0.8618230564574806,0.2159821919277019,0.5528861056339646,0.7071888146067471,0.1408053013658894,0.7827109544190353,0.8912838371957066,0.0723255181982419,0.7841451612125501,0.2806555565688625,0.9647652218874496,0.162711150723406,0.8085018553715654,0.4770759579456142,0.6562328391077232,0.3319438076913669,0.6266476015562849,0.9861338203805312,0.7504436653175732,0.2703664692431096,0.8757647438201844,0.6282277462859627,0.5580275021245401,0.0749360809167992,0.6658102133869116,0.8106724158421313,0.2388784871353464,0.7560455635091909,0.9085841684502453,0.0462038506367707,0.9254407883549152,0.7482486009390231,0.4621576722736739,0.9362183049308268,0.933312457805088,0.7202687819097333,0.5808600780123498,0.0980866992958371,0.5228771829627172,0.629870096815915,0.6258260839711658,0.3526915141112137,0.3593416800387942,0.6633636378240411,0.5344427833707791,0.3144933118778914,0.0957927311697562,0.2938378091472439,0.4762897453650506,0.9003886234989458,0.0191007162909946,0.9517380164119164,0.274805609513869,0.07618629456334,0.681925107113651,0.582174331852601,0.2774505338968271,0.5347876017185289,0.0407289143024184,0.8405555109625427,0.2870594453153692,0.7699218011526606,0.7458408504956672,0.2203668415956412,0.6717251556862615,0.0244716318832594,0.1361413469838951,0.8473446224089827,0.846668211318078,0.2690485794186852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,cluster_switch,t0,0.6046654712774664,0.7499495730865989,0.7588615812831317,0.6944005996053534,0.397337543957027,0.6102266650788993,0.7683498412205386,0.9952288285105771,0.726480599138662,0.1808795804071354,0.7499589516479839,0.9216345411300736,0.6598239092314858,0.1071857266970213,0.6193132590191796,0.0385151028587266,0.7804951609242882,0.9815830972046246,0.3922801828805434,0.8284131548789517,0.9950818168056192,0.7768653830194578,0.6191617813483355,0.6157629131033785,0.5592478506168277,0.8803236456437726,0.259998415626382,0.8760883759214649,0.8064834995533665,0.6875983554172462,0.4042792880613118,0.5496417022791737,0.4912072091009133,0.257228863083908,0.6609087742654834,0.4497837703696971,0.5199154562131081,0.9163491558953284,0.747471058202206,0.3783050320919341,0.5616269408567396,0.3532194165219905,0.5879340362952117,0.2432549293730084,0.3765031956613831,0.606715752664218,0.4426072256791045,0.6930875911940877,0.773381792709456,0.7679072989539769,0.8137417548276608,0.8105651234397238,0.8351845499550458,0.3996605733362021,0.6052604760955144,0.0906666172118487,0.4951845644987539,0.0019110083380937,0.8880721520481469,0.7743465896298541,0.6520249992967795,0.7266871155603156,0.960080955008684,0.4544705414793137,0.7532379278531437,0.0975831912825677,0.5816070293495573,0.2561899097438287,0.4041845886061735,0.9354631916755194,0.9075090053101325,0.2711711651588478,0.6845351881328864,0.6482189884560258,0.9027142923248708,0.6720162216725349,0.8692913162152731,0.8869815320610289,0.8839090881033128,0.7871036386051079,0.5980267879375223,0.8981501367937297,0.2904740951010153,0.9519754139830048,0.1256990972670356,0.6340587387377592,0.2806107455083473,0.2542483512907344,0.1612082418137006,0.5119608936245988,0.9741647871366428,0.613018821464881,0.0039046855645802,0.4490727537328089,0.8423099762002809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,169,cluster_switch,t1,0.3151276021701528,0.7342489362390343,0.8434319727869334,0.8666712325186712,0.7123603621010587,0.4122535915765812,0.8225180878477455,0.879957169478182,0.0708299521229153,0.7662931199580697,0.7066429180013136,0.2896697515061291,0.7504797096893929,0.8993603349659514,0.6499460296730971,0.6288101121974686,0.9547025031664828,0.2298926042224013,0.5418730151830167,0.4414013172202654,0.8526197755244258,0.2102214609056374,0.7479350374124967,0.2385861304965999,0.0209805528157914,0.510421183177637,0.3004403056778304,0.3940867518944955,0.8393872930114143,0.8936104203971491,0.3995965752602797,0.4800401249786484,0.7116658644895254,0.6207856173205494,0.983817128048699,0.904191974747662,0.5472713908979426,0.8603257068761747,0.001055876199479,0.8695421727615344,0.7784320888051355,0.228916281966115,0.4385121265179936,0.9659207714900188,0.8186504436337816,0.7590733143914719,0.7596846564179084,0.6383737059179404,0.2739367643127133,0.2023383445138842,0.9325021737894496,0.6204355670632143,0.8208771493453636,0.4107310708081059,0.7467726327996388,0.0180948609574476,0.7460468572943838,0.9820479145053878,0.3809457778360421,0.7397350359331671,0.5818368261198343,0.7862125993608717,0.5661594522485522,0.3514430102820095,0.9775122281635036,0.407648857846022,0.4024127845746197,0.7779351576896527,0.9405594577549906,0.1143839824395499,0.055018546112288,0.7042261068777206,0.8211086773389863,0.8824042533452414,0.3351854525585346,0.375616208358984,0.3554199733311506,0.791326082707452,0.5928738129945225,0.0310777347762737,0.8998881560258765,0.6443726838086367,0.8561269733542485,0.8544211983422707,0.6815331995402826,0.2141021345072951,0.9809821245518524,0.3185711682592729,0.2514625704448953,0.282800615983735,0.3152425923878591,0.7606592282714605,0.5008998752970389,0.3066890557994214,0.536502268494394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
