,IncidentId,EntityType,Tier,HAFailover_mv,Hw3Drop_mv,ISISDown_mv,NetscanPayloadAlertPodSetPaths_pers_1h,PfcPauseFrames_pers_1h,PhynetPktDiscards_pers_1h,Tier1TrafficOutlier_pers_1h,BGPGlobalShutDown_pers_1h,DupManagementIP_mv,DuplicateIP_mv,InterfaceUnsecured_mv,NGSvsLLDPt1t0_mv,ServerTorInterfaceErrorsPercentageThreshold_mv,SystemUsageHigh_mv,FIBErrors_pers_1h,GraphMissingSerialConsole_pers_1h,IBLinkErrorRecovery_mv,SnmpVoltage_mv,SoftwareErrors_pers_1h,Tier1TrafficOutlier_mv
0,223,cluster_switch,t1,0.1881530209766504,0.1996249067105647,0.0320631199925284,0.3486828333884181,0.7041457205805891,0.998224264370578,0.4281706699710624,,,,,,,,,,,,,
1,223,cluster_switch,t0,0.1816418920491875,0.9710752699150678,0.3415650759971376,0.2717476831963055,0.5658285818335165,0.418327925144596,0.4433677251105137,,,,,,,,,,,,,
2,223,cluster_switch,t1,0.4750972260029479,0.0585176359600744,0.9433042619417764,0.5535113582732979,0.3776092492979365,0.2259621546346422,0.4554421711680338,,,,,,,,,,,,,
3,237,cluster_switch,t0,0.4003260414506603,0.1665739316137123,0.1406489422949289,0.7597104340561639,0.8501122701287418,0.423552577493559,0.7267283993498352,,,,,,,,,,,,,
4,237,cluster_switch,t0,0.4424055296823004,0.9115809950473686,0.9272609221310728,0.9753126074757732,0.8386854587243794,0.5491719671064331,0.3362622444776016,,,,,,,,,,,,,
5,155,cluster_switch,t0,0.9607675681617932,0.1014624262748803,0.2793118350357054,0.6457427947344907,0.0770627221186671,0.3239672165984749,0.1444937722937658,,,,,,,,,,,,,
6,155,cluster_switch,t1,0.4634163519216472,0.4250309968048877,0.8990580079517894,0.367215829481423,0.4437261103621913,0.6546270201100833,0.1015410578953549,,,,,,,,,,,,,
7,141,cluster_switch,t1,0.4762897453650506,0.6519797738605672,0.5777971882962973,0.7560455635091909,0.1408053013658894,0.2697262213510993,0.6633192519915223,,,,,,,,,,,,,
8,141,cluster_switch,t0,0.6482189884560258,0.0406502132214705,0.2318533121983227,0.8351845499550458,0.6875983554172462,0.0029651362999604,0.3940769963462106,,,,,,,,,,,,,
9,169,cluster_switch,t1,0.8824042533452414,0.962148369816056,0.005232974038406,0.8208771493453636,0.8936104203971491,0.8795458564170662,0.127741980772754,,,,,,,,,,,,,
10,169,cluster_switch,t0,0.9643626999976184,0.5314168516783512,0.7540090059243044,0.1837083605047614,0.9235726811794484,0.4663685659620715,0.994769389275054,,,,,,,,,,,,,
11,169,cluster_switch,t0,0.316315927479933,0.292853174073691,0.1877658832643548,0.0894877006032117,0.6187779573718076,0.7696084208291197,0.3718768781978636,,,,,,,,,,,,,
12,223,switch,t0,,,,,,,,0.6551014356524296,0.6902737391712584,0.586719635582178,0.3561672928677868,0.2823842285212441,0.8288380805156387,0.6188611180923909,,,,,,
13,223,switch,t1,,,,,,,,0.9651030723695034,0.1990732553944538,0.0534818856364038,0.3401584641609342,0.2115128787856548,0.9579984138279112,0.4230646531921387,,,,,,
14,223,switch,t1,,,,,,,,0.1552336599558119,0.9992622792244938,0.1543286973340595,0.0328398460941755,0.2392246609539844,0.0484638466281355,0.5467349983245335,,,,,,
15,237,switch,t0,,,,,,,,0.4189381244327952,0.1858310058284306,0.2237461008923849,0.7372087612262925,0.2982743018223843,0.1040673440770865,0.8442408554735542,,,,,,
16,237,switch,t1,,,,,,,,0.7163747295462412,0.0115454200733644,0.1440635406891829,0.0763737800572537,0.8707350577264064,0.8284272616101777,0.1843711633861759,,,,,,
17,237,switch,t0,,,,,,,,0.4572929996927664,0.909069384233436,0.8266328734068,0.6304795754589583,0.2928004902027818,0.0010253502413318,0.9491392991468588,,,,,,
18,237,switch,t2,,,,,,,,0.5013499246523674,0.4500162627682518,0.1866548819618049,0.7079056970817538,0.4356239241601511,0.3650343205102381,0.381082976393777,,,,,,
19,155,switch,t0,,,,,,,,0.0599473257920916,0.4676373787330908,0.1417755797580383,0.4156851888476077,0.4629981286046483,0.2689567677553333,0.1799357708263954,,,,,,
20,155,switch,t2,,,,,,,,0.8500121990242161,0.3546686306097595,0.1852053824194193,0.1859088131139168,0.2889134483055701,0.2949576710987549,0.9177433688559824,,,,,,
21,155,switch,t0,,,,,,,,0.8248613802101263,0.9932521500756888,0.3012464781409908,0.6523404975483166,0.1813829107713785,0.7409160249013939,0.7034245531160601,,,,,,
