,IncidentId,EntityType,Tier,LineCardDown_pers_1h,InterfaceUnsecured_pers_1h,PhynetInterfaceErrorsPercentageThreshold_pers_1h,TeamdExpired_mv,TooManyT1sDown_mv,TempSNMP_mv,MaxprefixExceeded_pers_1h,GraphMissingSerialConsole_pers_1h,BgpDelay_mv,PortExhaustion_mv,HighInterfaceLinkUtilization_mv,QCHardwareDrops_mv,CpuSyslogErrors_mv,BGPDown_pers_1h,IBLinkDown_pers_1h,HAIneligible_pers_1h,DupDeviceName_mv,SONiCSNMPHighMemory_mv,PortExhaustion_pers_1h,defaultMTUSize_mv,IBBandwidthSpeedMode_pers_1h,NGSvsMSAssetName_pers_1h,ServerTorInterfaceErrorsCountThreshold_pers_1h,GraphMissingSerialConsole_mv,PfcPauseFrames_pers_1h,NGSvsLLDPt1t2_pers_1h,IBCongestedBandwidth_pers_1h
0,223,cluster_switch,t1,0.99529346370604,0.0592640322651989,0.7120307989364206,0.5484789221642211,0.1739517676659716,0.13980842740673,0.537511151856345,0.6557217541590379,0.6371805048454734,,,,,,,,,,,,,,,,,,
1,223,cluster_switch,t0,0.9690033060757908,0.89397003596232,0.2125002450741215,0.1562670518318611,0.532553967334359,0.5752203242945578,0.3117820540520015,0.8705054277901875,0.90813084549659,,,,,,,,,,,,,,,,,,
2,223,cluster_switch,t1,0.3975960515689467,0.2235829451342897,0.8793913086683783,0.5292755698665964,0.87958457982527,0.9657053434156102,0.1995555266681395,0.4706232200054602,0.1193973881511192,,,,,,,,,,,,,,,,,,
3,237,cluster_switch,t0,0.8322959932012927,0.954819621107872,0.9509212943211256,0.0188151247176961,0.1960321458577848,0.9932438412469934,0.4099752233484515,0.077042866266717,0.5756996070447484,,,,,,,,,,,,,,,,,,
4,237,cluster_switch,t0,0.2139644050787614,0.6492105316300534,0.1605339220321161,0.0430431843630269,0.3475819138254492,0.1328157002454337,0.9965588682090778,0.3636436819084836,0.6865952990008274,,,,,,,,,,,,,,,,,,
5,155,cluster_switch,t0,0.015892634080823,0.8023759036736162,0.7247898386901014,0.611318453228585,0.0935289261448376,0.4878419263989043,0.5044751877982662,0.8354862917453455,0.0708333814192357,,,,,,,,,,,,,,,,,,
6,155,cluster_switch,t1,0.2422096983405374,0.8217692616900707,0.4114382264743021,0.5026228509399546,0.4629946386466823,0.2575986360233889,0.0266770097920822,0.2654744992724465,0.9488635605602812,,,,,,,,,,,,,,,,,,
7,141,cluster_switch,t1,0.9130108056537466,0.2203668415956412,0.254112533802352,0.9306109744333964,0.3486222486666437,0.933312457805088,0.4684042152603981,0.2969575284510316,0.0462038506367707,,,,,,,,,,,,,,,,,,
8,141,cluster_switch,t0,0.0645993477684304,0.1612082418137006,0.160429494613346,0.2320892038833406,0.0466226095080907,0.7743465896298541,0.5629688735057325,0.5348486733408221,0.6052604760955144,,,,,,,,,,,,,,,,,,
9,169,cluster_switch,t1,0.1713809612103778,0.2514625704448953,0.1966045532247263,0.4209137943259632,0.5515615190597002,0.7397350359331671,0.1830161748450277,0.0123555649477116,0.7467726327996388,,,,,,,,,,,,,,,,,,
10,169,cluster_switch,t0,0.6279145083498674,0.8552872333954255,0.2286511647984012,0.777961963864397,0.3492105260773068,0.1787881642876525,0.6391714584483741,0.2802856448951595,0.4624624520227275,,,,,,,,,,,,,,,,,,
11,169,cluster_switch,t0,0.1780876330155906,0.3691117358158492,0.8187544810205719,0.4945529610416079,0.6512008904229946,0.3613531054667424,0.9080571645060188,0.5017250635710803,0.7999111634728349,,,,,,,,,,,,,,,,,,
12,223,switch,t0,,,,,,0.8376791955709434,,,,0.8783737197810061,0.4464972339444201,0.4486881420736123,0.1439017110594401,0.1050177809551031,0.6079917441177899,0.0171050032342614,0.5692400758788918,,,,,,,,,,
13,223,switch,t1,,,,,,0.6378367934936963,,,,0.3379432488723189,0.2171294808625139,0.2327322458250951,0.7130511162881592,0.0709132173074635,0.5536067520489003,0.3373708405945647,0.913658265264685,,,,,,,,,,
14,223,switch,t1,,,,,,0.5071786916135318,,,,0.0602923218998513,0.5511324460854298,0.9544956911130296,0.9065449309556562,0.3748673549084435,0.0809964695716555,0.398564524004585,0.293457317777388,,,,,,,,,,
15,237,switch,t0,,,,,,0.0822165145531733,,,,0.4557303431647308,0.7119210328745077,0.704400482668009,0.7345335417950989,0.481391313988031,0.7831841966952453,0.0658582230998204,0.3049880496240339,,,,,,,,,,
16,237,switch,t1,,,,,,0.7064069797692544,,,,0.2987966787650338,0.9181207638712072,0.3264763651216279,0.7091147203735174,0.1670072035106662,0.529972057656194,0.8740633019859213,0.7469290257616418,,,,,,,,,,
17,237,switch,t0,,,,,,0.7189844484507492,,,,0.2457284376083786,0.7097098680522244,0.0072148335757213,0.2315109011543822,0.877915187488766,0.9393970775714324,0.0934285938757502,0.8549710838325276,,,,,,,,,,
18,237,switch,t2,,,,,,0.4616195335725591,,,,0.4666930870683965,0.6206381247464486,0.953099921456261,0.1063586147640243,0.6263183504053615,0.7362531770275276,0.7996848759165353,0.2347681463896909,,,,,,,,,,
19,155,switch,t0,,,,,,0.9144666663445322,,,,0.9103173377547362,0.1382782611825298,0.1631070810063799,0.6985844385935994,0.9866408663038666,0.2074660757969437,0.0505704479630539,0.3196965264887936,,,,,,,,,,
20,155,switch,t2,,,,,,0.0515946705633943,,,,0.9166232435832268,0.7317402004625355,0.637394742042565,0.5657129729385718,0.6681008679427363,0.1330988522151319,0.7110475901700742,0.9621919520208148,,,,,,,,,,
21,155,switch,t0,,,,,,0.1176589607435508,,,,0.2420618195151264,0.1428032444569535,0.9975641958690228,0.9032553451231032,0.6051686097658877,0.7111002828898562,0.6164142032386488,0.93854456675442,,,,,,,,,,
22,141,switch,t0,,,,,,0.153582956859806,,,,0.6148695110916341,0.2743487935091845,0.6247394874912332,0.6715877299009791,0.2156815926141008,0.9895253945957642,0.0178196190415103,0.1641976053716158,,,,,,,,,,
23,141,switch,t0,,,,,,0.0426744199258822,,,,0.6196458691934533,0.7879532820558214,0.323354652185373,0.3679301067560885,0.8423197811412286,0.9177961795468896,0.920223615001546,0.7613704233612288,,,,,,,,,,
24,223,tor_switch,t0,,,,,,,,,,,,,,,,,,0.3663930930878494,0.3450442991939432,0.2711275918455297,0.7406501885411563,0.1070453332244832,0.9372665693868292,0.0120500989590226,0.0493240111315147,0.4782516950866852,0.2522735898143883
25,223,tor_switch,t0,,,,,,,,,,,,,,,,,,0.0556877641330199,0.5723959339971936,0.7215891214263117,0.3580195486629183,0.9732937727962448,0.0266170599150196,0.7098308809775044,0.0645790279947663,0.7421692762473471,0.4603121999621391
